formula,smiles,nC,nH,nO,on_wikidata,wikidata_name,wikidata_id
C3H8,[2H]C([2H])([2H])CC([2H])([2H])[2H],3,8,0,True,"Propane-1,1,1,3,3,3-d6",Q83053656
C3O,C1=C2OC=12,3,0,1,False,,
C3O,O=c1c#c1,3,0,1,True,Cycloprop-2-yn-1-one,Q82487090
C3O,[C]=C=C=O,3,0,1,True,Tricarbon monoxide,Q3321280
C3H2O,C#CC=O,3,2,1,True,propynal,Q21099676
C3H2O,C1#COC1,3,2,1,False,,
C3H2O,C1=C2OC12,3,2,1,False,,
C3H2O,C1=COC=1,3,2,1,False,,
C3H2O,C1C2=C1O2,3,2,1,False,,
C3H2O,C=C=C=O,3,2,1,True,Propadienone,Q25099696
C3H2O,O=c1cc1,3,2,1,True,cyclopropenone,Q21099673
C3H2O,OC1=C=C1,3,2,1,False,,
C3H2O,OC1C#C1,3,2,1,False,,
C3H4O,C#CCO,3,4,1,True,propargyl alcohol,Q903345
C3H4O,C#COC,3,4,1,True,Methoxyacetylene,Q83090574
C3H4O,C1=COC1,3,4,1,True,oxetene,Q220246
C3H4O,C1C2OC12,3,4,1,False,,
C3H4O,C=C1CO1,3,4,1,True,2-methylideneoxirane,Q82183794
C3H4O,C=C=CO,3,4,1,True,Propadien-1-ol,Q82394487
C3H4O,C=CC=O,3,4,1,True,acrolein,Q342790
C3H4O,CC#CO,3,4,1,False,,
C3H4O,CC1=CO1,3,4,1,True,2-Methyloxirene,Q82469552
C3H4O,CC=C=O,3,4,1,True,methylketene,Q83082913
C3H4O,O=C1CC1,3,4,1,True,cyclopropanone,Q408718
C3H4O,OC1=CC1,3,4,1,True,Cycloprop-1-en-1-ol,Q82667001
C3H4O,OC1C=C1,3,4,1,False,,
C3H4O,[2H]C(=O)C([2H])=C([2H])[2H],3,4,1,True,(²H₄)Prop-2-enal,Q82668408
C3H6O,C1COC1,3,6,1,True,oxetane,Q418107
C3H6O,C=C(C)O,3,6,1,True,prop-1-en-2-ol,Q6087906
C3H6O,C=CCO,3,6,1,True,allyl alcohol,Q414553
C3H6O,C=COC,3,6,1,True,methyl vinyl ether,Q904476
C3H6O,CC(C)=O,3,6,1,True,acetone-d6,Q1032873
C3H6O,CC1CO1,3,6,1,True,"(R)-1,2-epoxypropane",Q27104006
C3H6O,CC=CO,3,6,1,False,,
C3H6O,CCC=O,3,6,1,True,propionaldehyde,Q422909
C3H6O,OC1CC1,3,6,1,True,Cyclopropanol,Q3560539
C3H6O,C[14C](C)=O,3,6,1,True,Acetone-2-14C,Q82278217
C3H6O,[13CH3][13C]([13CH3])=O,3,6,1,True,Acetone-13C3,Q82291808
C3H6O,CC(C)=[18O],3,6,1,True,Acetone-18O,Q82297640
C3H6O,[2H]C([2H])(C)C=O,3,6,1,True,"Propionaldehyde-2,2-d2",Q82314859
C3H6O,C=C[13CH2]O,3,6,1,True,Allyl alcohol-1-13C,Q82317581
C3H6O,[13CH3]C([13CH3])=O,3,6,1,True,"(1,3-¹³C₂)Propan-2-one",Q82375280
C3H6O,[2H]C([2H])([2H])C1([2H])OC1([2H])[2H],3,6,1,True,2-(²H₃)Methyl(²H₃)oxirane,Q82475346
C3H6O,[2H]C([2H])=C([2H])C([2H])([2H])O,3,6,1,True,(²H₅)Prop-2-en-1-ol,Q82475353
C3H6O,[2H]OC([2H])([2H])C([2H])=C([2H])[2H],3,6,1,True,(²H₅)Prop-2-en-1-(²H)ol,Q82513096
C3H6O,C=[13CH]CO,3,6,1,True,(2-¹³C)Prop-2-en-1-ol,Q82693922
C3H6O,CC[13CH]=O,3,6,1,True,(1-¹³C)Propanal,Q82693941
C3H6O,[2H]CC(C)=O,3,6,1,True,(1-²H₁)Propan-2-one,Q82945100
C3H6O,CC[C]=O,3,6,1,True,Propionyl radical,Q83035605
C3H8O,CC(C)O,3,8,1,True,isopropyl alcohol,Q16392
C3H8O,CCCO,3,8,1,True,propyl alcohol,Q14985
C3H8O,CCOC,3,8,1,True,methoxyethane,Q417557
C3H8O,[2H]C([2H])([2H])C(O)C([2H])([2H])[2H],3,8,1,True,"1,1,1,3,3,3-hexadeuteriopropan-2-ol",Q63409267
C3H8O,[2H]C(C)(C)O,3,8,1,True,2-deuteriopropan-2-ol,Q63409268
C3H8O,[2H]C([2H])([2H])C([2H])(O)C([2H])([2H])[2H],3,8,1,True,"1,1,1,2,3,3,3-heptadeuteriopropan-2-ol",Q63409269
C3H8O,[2H]C([2H])(C)CO,3,8,1,True,"(2,2-²H₂)Propan-1-ol",Q82314803
C3H8O,CC[14CH2]O,3,8,1,True,propyl-1-14C alcohol,Q82314804
C3H8O,[2H]C([2H])([2H])C([2H])([2H])C([2H])([2H])O,3,8,1,True,Propyl-d7 alcohol,Q82314807
C3H8O,[2H]C([2H])(O)CC,3,8,1,True,"1-Propanol-1,1-d2",Q82314808
C3H8O,CC[13CH2]O,3,8,1,True,1-Propanol-1-13C,Q82314810
C3H8O,[2H]C([2H])([2H])CCO,3,8,1,True,"(3,3,3-²H₃)Propan-1-ol",Q82314811
C3H8O,[2H]C([2H])([2H])C(C)O,3,8,1,True,"2-Propanol-1,1,1-d3",Q82315725
C3H8O,[2H]OC([2H])([2H])C([2H])([2H])C([2H])([2H])[2H],3,8,1,True,(²H₇)Propan-1-(²H)ol,Q82475598
C3H8O,C1CC1.O,3,8,1,True,Cyclopropane--water (1/1),Q82682425
C3H8O,[13CH3][13CH]([13CH3])O,3,8,1,True,(¹³C₃)Propan-2-ol,Q82693937
C3H8O,[13CH3]C([13CH3])O,3,8,1,True,"(1,3-¹³C₂)Propan-2-ol",Q82694100
C3H8O,[13CH3][13CH2][13CH2]O,3,8,1,True,(¹³C₃)Propan-1-ol,Q82694183
C3H8O,CC(C)[17OH],3,8,1,True,Propan-2-(¹⁷O)ol,Q82694232
C3H8O,CCC[O],3,8,1,True,n-Propoxy radical,Q83037316
C3H8O,[2H]C([2H])([2H])OCC,3,8,1,True,"Ethane, methoxy-d3",Q83038400
C3H8O,C[CH]OC,3,8,1,True,"Ethyl, 1-methoxy-",Q83038456
C3H8O,[2H]OC([2H])(C([2H])([2H])[2H])C([2H])([2H])[2H],3,8,1,True,"(O,1,1,1,2,3,3,3-2H8)Propan-2-ol",Q83047597
C3H8O,CC(C)[O],3,8,1,True,1-Methyl ethoxy radical,Q83065364
C3H8O,[2H]OC(C)C,3,8,1,True,Propan-2-(2H)ol,Q83065536
C3O2,C1#CC12OO2,3,0,2,False,,
C3O2,C1=c2oc=1o2,3,0,2,False,,
C3O2,C1=c2ooc2=1,3,0,2,False,,
C3O2,O1C2=C3OC123,3,0,2,False,,
C3O2,O=C1C#CO1,3,0,2,False,,
C3O2,O=C=C=C=O,3,0,2,True,carbon suboxide,Q411352
C3O2,O=c1c2c1O2,3,0,2,False,,
C3H2O2,C#CC(=O)O,3,2,2,True,prop-2-ynoic acid,Q257590
C3H2O2,C#CC1OO1,3,2,2,False,,
C3H2O2,C#COC=O,3,2,2,False,,
C3H2O2,C1#COCO1,3,2,2,False,,
C3H2O2,C1#COOC1,3,2,2,False,,
C3H2O2,C1=C2OC1O2,3,2,2,False,,
C3H2O2,C1=C2OC2O1,3,2,2,False,,
C3H2O2,C1=C2OOC12,3,2,2,False,,
C3H2O2,C1=CC12OO2,3,2,2,False,,
C3H2O2,C1=COOC=1,3,2,2,False,,
C3H2O2,C1C23OC12O3,3,2,2,False,,
C3H2O2,C1OC2=C1O2,3,2,2,False,,
C3H2O2,C1c2ooc21,3,2,2,False,,
C3H2O2,C=C1OC1=O,3,2,2,False,,
C3H2O2,C=C=C1OO1,3,2,2,False,,
C3H2O2,O1C2C3OC123,3,2,2,False,,
C3H2O2,O=C1C2OC12,3,2,2,False,,
C3H2O2,O=C1C=CO1,3,2,2,False,,
C3H2O2,O=C1CC1=O,3,2,2,True,"Cyclopropane-1,2-dione",Q82681165
C3H2O2,O=C=C1CO1,3,2,2,False,,
C3H2O2,O=C=C=CO,3,2,2,False,,
C3H2O2,O=C=CC=O,3,2,2,False,,
C3H2O2,O=CC#CO,3,2,2,True,3-Hydroxyprop-2-ynal,Q82732647
C3H2O2,O=CC1=CO1,3,2,2,False,,
C3H2O2,O=c1cc1O,3,2,2,True,2-Hydroxycycloprop-2-en-1-one,Q82647101
C3H2O2,OC1(O)C#C1,3,2,2,False,,
C3H2O2,OC12C=C1O2,3,2,2,False,,
C3H2O2,OC1=C2OC12,3,2,2,False,,
C3H2O2,OC1=C=C1O,3,2,2,False,,
C3H2O2,OC1=C=CO1,3,2,2,False,,
C3H2O2,OC1C#CO1,3,2,2,False,,
C3H2O2,OC1C2=C1O2,3,2,2,False,,
C3H2O2,OOC1=C=C1,3,2,2,False,,
C3H2O2,OOC1C#C1,3,2,2,False,,
C3H4O2,C#CC(O)O,3,4,2,False,,
C3H4O2,C#CCOO,3,4,2,False,,
C3H4O2,C#COCO,3,4,2,False,,
C3H4O2,C#COOC,3,4,2,False,,
C3H4O2,C1=COCO1,3,4,2,True,"1,3-dioxole",Q82273029
C3H4O2,C1=COOC1,3,4,2,False,,
C3H4O2,C1C2OC1O2,3,4,2,False,,
C3H4O2,C1C2OOC12,3,4,2,False,,
C3H4O2,C1CC12OO2,3,4,2,False,,
C3H4O2,C1OC12CO2,3,4,2,True,"1,4-dioxaspiro[2.2]pentane",Q82218944
C3H4O2,C1OC2OC12,3,4,2,True,"(1S,4S)-2,5-dioxabicyclo[2.1.0]pentane",Q76855508
C3H4O2,C=C(O)C=O,3,4,2,True,2-Hydroxyprop-2-enal,Q82484706
C3H4O2,C=C1COO1,3,4,2,False,,
C3H4O2,C=C1OC1O,3,4,2,False,,
C3H4O2,C=C1OCO1,3,4,2,False,,
C3H4O2,C=C=C(O)O,3,4,2,False,,
C3H4O2,C=C=COO,3,4,2,False,,
C3H4O2,C=CC(=O)O,3,4,2,True,acrylic acid,Q324628
C3H4O2,C=CC1OO1,3,4,2,False,,
C3H4O2,C=COC=O,3,4,2,True,vinyl formate,Q65226021
C3H4O2,CC#COO,3,4,2,False,,
C3H4O2,CC(=O)C=O,3,4,2,True,methylglyoxal,Q903881
C3H4O2,CC(O)=C=O,3,4,2,False,,
C3H4O2,CC12OC1O2,3,4,2,False,,
C3H4O2,CC1=C(O)O1,3,4,2,False,,
C3H4O2,CC1OC1=O,3,4,2,True,(3R)-3-methyloxiran-2-one,Q135677449
C3H4O2,CC=C1OO1,3,4,2,False,,
C3H4O2,COC#CO,3,4,2,False,,
C3H4O2,COC1=CO1,3,4,2,False,,
C3H4O2,COC=C=O,3,4,2,True,2-Methoxyethen-1-one,Q82356694
C3H4O2,Cc1coo1,3,4,2,False,,
C3H4O2,O=C1CC1O,3,4,2,True,(2R)-2-Hydroxycyclopropan-1-one,Q82811359
C3H4O2,O=C1CCO1,3,4,2,True,propiolactone,Q420715
C3H4O2,O=C1COC1,3,4,2,True,3-Oxetanone,Q753254
C3H4O2,O=C=CCO,3,4,2,False,,
C3H4O2,O=CC1CO1,3,4,2,True,(2S)-Oxirane-2-carbaldehyde,Q82490937
C3H4O2,O=CC=CO,3,4,2,False,,
C3H4O2,O=CCC=O,3,4,2,True,malondialdehyde,Q418661
C3H4O2,OC#CCO,3,4,2,False,,
C3H4O2,OC1(O)C=C1,3,4,2,False,,
C3H4O2,OC12CC1O2,3,4,2,False,,
C3H4O2,OC1=C(O)C1,3,4,2,False,,
C3H4O2,OC1=CC1O,3,4,2,False,,
C3H4O2,OC1=CCO1,3,4,2,False,,
C3H4O2,OC1=COC1,3,4,2,False,,
C3H4O2,OC1C2OC12,3,4,2,False,,
C3H4O2,OC1C=CO1,3,4,2,False,,
C3H4O2,OC=C1CO1,3,4,2,False,,
C3H4O2,OC=C=CO,3,4,2,False,,
C3H4O2,OCC1=CO1,3,4,2,False,,
C3H4O2,OOC1=CC1,3,4,2,False,,
C3H4O2,OOC1C=C1,3,4,2,False,,
C3H4O2,C=C[13C](=O)O,3,4,2,True,(1-¹³C)Prop-2-enoic acid,Q82375108
C3H4O2,[2H]OC(=O)C([2H])=C([2H])[2H],3,4,2,True,(²H₃)Prop-2-en(²H)oic acid,Q82375109
C3H4O2,[13CH2]=[13CH][13C](=O)O,3,4,2,True,(¹³C₃)Prop-2-enoic acid,Q82475993
C3H6O2,C1COCO1,3,6,2,True,"1,3-dioxolane",Q2234483
C3H6O2,C1COOC1,3,6,2,True,"1,2-dioxolane",Q99244233
C3H6O2,C=C(C)OO,3,6,2,True,Prop-1-ene-2-peroxol,Q82381515
C3H6O2,C=C(O)CO,3,6,2,False,,
C3H6O2,C=C(O)OC,3,6,2,True,"Ethenol, 1-methoxy-",Q82278219
C3H6O2,C=CC(O)O,3,6,2,False,,
C3H6O2,C=CCOO,3,6,2,True,"Hydroperoxide, 2-propenyl",Q82270489
C3H6O2,C=COCO,3,6,2,False,,
C3H6O2,C=COOC,3,6,2,False,,
C3H6O2,CC(=O)CO,3,6,2,True,acetol,Q20236702
C3H6O2,CC(O)=CO,3,6,2,True,"Prop-1-ene-1,2-diol",Q82671388
C3H6O2,CC(O)C=O,3,6,2,True,L-lactaldehyde,Q28529704
C3H6O2,CC1(C)OO1,3,6,2,True,dimethyldioxirane,Q762482
C3H6O2,CC1(O)CO1,3,6,2,False,,
C3H6O2,CC1COO1,3,6,2,True,"3-Methyl-1,2-dioxetane",Q82415958
C3H6O2,CC1OC1O,3,6,2,True,3-methyloxiran-2-ol,Q82455001
C3H6O2,CC1OCO1,3,6,2,False,,
C3H6O2,CC=C(O)O,3,6,2,False,,
C3H6O2,CC=COO,3,6,2,False,,
C3H6O2,CCC(=O)O,3,6,2,True,propionic acid,Q422956
C3H6O2,CCC1OO1,3,6,2,False,,
C3H6O2,CCOC=O,3,6,2,False,,
C3H6O2,COC(C)=O,3,6,2,True,methyl acetate,Q414189
C3H6O2,COC1CO1,3,6,2,False,,
C3H6O2,COC=CO,3,6,2,False,,
C3H6O2,COCC=O,3,6,2,True,methoxyacetaldehyde,Q27262071
C3H6O2,O=CCCO,3,6,2,True,hydracrylaldehyde,Q7317628
C3H6O2,OC1(O)CC1,3,6,2,True,"1,1-Dihydroxycyclopropane",Q72466577
C3H6O2,OC1CC1O,3,6,2,False,,
C3H6O2,OC1CCO1,3,6,2,False,,
C3H6O2,OC1COC1,3,6,2,True,Oxetan-3-ol,Q72498395
C3H6O2,OC=CCO,3,6,2,False,,
C3H6O2,OCC1CO1,3,6,2,True,(S)-glycidol,Q27117947
C3H6O2,OOC1CC1,3,6,2,False,,
C3H6O2,[2H]OC(=O)C([2H])([2H])C([2H])([2H])[2H],3,6,2,True,Propanoic acid-d6,Q82156168
C3H6O2,[13CH3][13CH2][13C](=O)O,3,6,2,True,Propionic acid-13C3,Q82246201
C3H6O2,[2H]C([2H])([2H])CC(=O)O,3,6,2,True,"Propanoic acid-3,3,3-d3",Q82257456
C3H6O2,CCO[13CH]=O,3,6,2,True,Ethyl formate-13C,Q82315008
C3H6O2,CC[13C](=O)O,3,6,2,True,Propanoic acid-1-13C,Q82316041
C3H6O2,[2H]C([2H])(C)C(=O)O,3,6,2,True,"Propanoic acid-2,2-d2",Q82316042
C3H6O2,COC([13CH3])=O,3,6,2,True,Methyl (2-¹³C)acetate,Q82336169
C3H6O2,[2H]OC(=O)C([2H])([2H])C,3,6,2,True,"(2,2-²H₂)Propan(²H)oic acid",Q82475224
C3H6O2,[2H]C([2H])([2H])C([2H])([2H])C(=O)O,3,6,2,True,(²H₅)Propanoic acid,Q82673700
C3H6O2,C=CO.C=O,3,6,2,True,Formaldehyde--ethenol (1/1),Q82885717
C3H8O2,CC(C)(O)O,3,8,2,True,"2,2-propanediol",Q82006148
C3H8O2,CC(C)OO,3,8,2,True,"Hydroperoxide, 1-methylethyl",Q83055324
C3H8O2,CC(O)CO,3,8,2,True,(S)-propylene glycol,Q27095160
C3H8O2,CCC(O)O,3,8,2,True,"1,1-propanediol",Q82003053
C3H8O2,CCCOO,3,8,2,True,N-Propyl hydroperoxide,Q83083799
C3H8O2,CCOCO,3,8,2,True,1-Ethoxy-1-hydroxymethane,Q81983825
C3H8O2,CCOOC,3,8,2,False,,
C3H8O2,COC(C)O,3,8,2,False,,
C3H8O2,COCCO,3,8,2,True,Methoxypolyethylene glycols,Q72518085
C3H8O2,COCOC,3,8,2,True,dimethoxymethane,Q411496
C3H8O2,OCCCO,3,8,2,True,"1,3-propanediol",Q161514
C3H8O2,[2H]OCC(C)O[2H],3,8,2,True,Propylene glycol-(OD)2,Q82315017
C3H8O2,[2H]OC([2H])([2H])C([2H])(O[2H])C([2H])([2H])[2H],3,8,2,True,"(²H₆)Propane-1,2-(²H₂)diol",Q82475432
C3H8O2,[13CH3]O[13CH2][13CH2]O,3,8,2,True,2-[(¹³C)Methyloxy](¹³C₂)ethan-1-ol,Q82475521
C3H8O2,OC[13CH2]CO,3,8,2,True,"(2-¹³C)Propane-1,3-diol",Q82475617
C3H8O2,CC(C)=O.O,3,8,2,True,Propan-2-one--water (1/1),Q82487589
C3H8O2,O[13CH2][13CH2][13CH2]O,3,8,2,True,"(¹³C₃)Propane-1,3-diol",Q82693973
C3H8O2,C1COC1.O,3,8,2,True,Oxetane--water (1/1),Q82739849
C3H8O2,[2H]C([2H])(O)CC([2H])([2H])O,3,8,2,True,"(1,1,3,3-²H₄)Propane-1,3-diol",Q82922080
C3H8O2,C=O.CCO,3,8,2,True,Alcoformol,Q83063185
C3H8O2,CCCO[O],3,8,2,True,Propyldioxy,Q83068560
C3O3,C1#CC12OOO2,3,0,3,False,,
C3O3,C1#CC2(O1)OO2,3,0,3,False,,
C3O3,C1=C2OOC=1O2,3,0,3,False,,
C3O3,C1=C2OOOC=12,3,0,3,False,,
C3O3,O1C23OC24OC134,3,0,3,False,,
C3O3,O1C2=C1C21OO1,3,0,3,False,,
C3O3,O1C2=C3OC13O2,3,0,3,False,,
C3O3,O1OC23OC2=C13,3,0,3,False,,
C3O3,O=C1C(=O)C1=O,3,0,3,True,cyclopropanetrione,Q526742
C3O3,O=C1C23OC12O3,3,0,3,False,,
C3O3,O=C=C1OC1=O,3,0,3,False,,
C3O3,O=C=C=C1OO1,3,0,3,False,,
C3O3,O=c1c#coo1,3,0,3,False,,
C3O3,O=c1c2ooc12,3,0,3,False,,
C3O3,O=c1oc#co1,3,0,3,False,,
C3O3,O=c1oc2oc1=2,3,0,3,False,,
C3H2O3,C#CC(=O)OO,3,2,3,False,,
C3H2O3,C#CC1(O)OO1,3,2,3,False,,
C3H2O3,C#CC1OOO1,3,2,3,False,,
C3H2O3,C#COC(=O)O,3,2,3,False,,
C3H2O3,C#COC1OO1,3,2,3,False,,
C3H2O3,C#COOC=O,3,2,3,False,,
C3H2O3,C1#COOCO1,3,2,3,False,,
C3H2O3,C1#COOOC1,3,2,3,False,,
C3H2O3,C1=C(C2OO2)O1,3,2,3,False,,
C3H2O3,C1=C2OC(O1)O2,3,2,3,False,,
C3H2O3,C1=C2OC2OO1,3,2,3,False,,
C3H2O3,C1=C2OOC1O2,3,2,3,False,,
C3H2O3,C1=C2OOC2O1,3,2,3,False,,
C3H2O3,C1=C2OOOC12,3,2,3,False,,
C3H2O3,C1=CC12OOO2,3,2,3,False,,
C3H2O3,C1=CC2(O1)OO2,3,2,3,False,,
C3H2O3,C1=COOOC=1,3,2,3,False,,
C3H2O3,C1C23OC1(O2)O3,3,2,3,False,,
C3H2O3,C1C23OOC12O3,3,2,3,False,,
C3H2O3,C1C2=C1OOO2,3,2,3,False,,
C3H2O3,C1OC1=C1OO1,3,2,3,False,,
C3H2O3,C1OC23OC12O3,3,2,3,False,,
C3H2O3,C1OC2=C(O1)O2,3,2,3,False,,
C3H2O3,C1OOC2=C1O2,3,2,3,False,,
C3H2O3,C1Oc2ooc21,3,2,3,False,,
C3H2O3,C=C1OC(=O)O1,3,2,3,False,,
C3H2O3,C=C1OC12OO2,3,2,3,False,,
C3H2O3,C=C1OOC1=O,3,2,3,False,,
C3H2O3,C=C=C1OOO1,3,2,3,False,,
C3H2O3,O1C2C1C21OO1,3,2,3,True,"(1S,3R)-spiro[2-oxabicyclo[1.1.0]butane-4,3'-dioxirane]",Q76855510
C3H2O3,O1C2OC13OC23,3,2,3,False,,
C3H2O3,O1C2OC23OC13,3,2,3,False,,
C3H2O3,O1OC23OC2C13,3,2,3,False,,
C3H2O3,O=C(O)C#CO,3,2,3,False,,
C3H2O3,O=C(O)C1=CO1,3,2,3,False,,
C3H2O3,O=C1C(=O)C1O,3,2,3,False,,
C3H2O3,O=C1C2OC12O,3,2,3,False,,
C3H2O3,O=C1C2OC1O2,3,2,3,False,,
C3H2O3,O=C1C2OOC12,3,2,3,False,,
C3H2O3,O=C1C=C(O)O1,3,2,3,False,,
C3H2O3,O=C1CC(=O)O1,3,2,3,True,malonic anhydride,Q539015
C3H2O3,O=C1CC12OO2,3,2,3,False,,
C3H2O3,O=C1COC1=O,3,2,3,False,,
C3H2O3,O=C1OC12CO2,3,2,3,False,,
C3H2O3,O=C1OC1=CO,3,2,3,False,,
C3H2O3,O=C1OC2OC12,3,2,3,False,,
C3H2O3,O=C1OC=C1O,3,2,3,False,,
C3H2O3,O=C=C(O)C=O,3,2,3,False,,
C3H2O3,O=C=C1COO1,3,2,3,False,,
C3H2O3,O=C=C1OC1O,3,2,3,False,,
C3H2O3,O=C=C1OCO1,3,2,3,False,,
C3H2O3,O=C=C=C(O)O,3,2,3,False,,
C3H2O3,O=C=C=COO,3,2,3,False,,
C3H2O3,O=C=CC(=O)O,3,2,3,False,,
C3H2O3,O=C=CC1OO1,3,2,3,False,,
C3H2O3,O=C=COC=O,3,2,3,False,,
C3H2O3,O=CC#COO,3,2,3,False,,
C3H2O3,O=CC(=O)C=O,3,2,3,True,mesoxalaldehyde,Q27260168
C3H2O3,O=CC12OC1O2,3,2,3,False,,
C3H2O3,O=CC1=C(O)O1,3,2,3,False,,
C3H2O3,O=CC1OC1=O,3,2,3,False,,
C3H2O3,O=CC=C1OO1,3,2,3,False,,
C3H2O3,O=COC#CO,3,2,3,False,,
C3H2O3,O=COC1=CO1,3,2,3,False,,
C3H2O3,O=Cc1coo1,3,2,3,False,,
C3H2O3,O=c1c(O)c1O,3,2,3,True,deltic acid,Q2823256
C3H2O3,O=c1cc1OO,3,2,3,False,,
C3H2O3,O=c1ccoo1,3,2,3,True,"1,2-dioxol-3-one",Q104948133
C3H2O3,O=c1occo1,3,2,3,True,vinylene carbonate,Q2802973
C3H2O3,OC#CC1OO1,3,2,3,False,,
C3H2O3,OC1(O)C#CO1,3,2,3,False,,
C3H2O3,OC1(O)C2=C1O2,3,2,3,False,,
C3H2O3,OC12C=C(O1)O2,3,2,3,False,,
C3H2O3,OC12C=C1OO2,3,2,3,False,,
C3H2O3,OC12OC13OC23,3,2,3,False,,
C3H2O3,OC12OC=C1O2,3,2,3,False,,
C3H2O3,OC1=C2OC12O,3,2,3,False,,
C3H2O3,OC1=C2OC1O2,3,2,3,False,,
C3H2O3,OC1=C2OC2O1,3,2,3,False,,
C3H2O3,OC1=C2OOC12,3,2,3,False,,
C3H2O3,OC1=C=C(O)O1,3,2,3,False,,
C3H2O3,OC1=C=COO1,3,2,3,False,,
C3H2O3,OC1=CC12OO2,3,2,3,False,,
C3H2O3,OC1C#COO1,3,2,3,False,,
C3H2O3,OC1C23OC12O3,3,2,3,False,,
C3H2O3,OC1OC#CO1,3,2,3,False,,
C3H2O3,OC1OC2=C1O2,3,2,3,False,,
C3H2O3,OC1c2ooc21,3,2,3,False,,
C3H2O3,OC=C=C1OO1,3,2,3,False,,
C3H2O3,OOC1(O)C#C1,3,2,3,False,,
C3H2O3,OOC12C=C1O2,3,2,3,False,,
C3H2O3,OOC1=C2OC12,3,2,3,False,,
C3H2O3,OOC1=C=C1O,3,2,3,False,,
C3H2O3,OOC1=C=CO1,3,2,3,False,,
C3H2O3,OOC1C#CO1,3,2,3,False,,
C3H2O3,OOC1C2=C1O2,3,2,3,False,,
C3H2O3,OOOC1=C=C1,3,2,3,False,,
C3H2O3,OOOC1C#C1,3,2,3,False,,
C3H4O3,C#CC(O)(O)O,3,4,3,False,,
C3H4O3,C#CC(O)OO,3,4,3,False,,
C3H4O3,C#CCOOO,3,4,3,False,,
C3H4O3,C#COC(O)O,3,4,3,False,,
C3H4O3,C#COCOO,3,4,3,False,,
C3H4O3,C#COOCO,3,4,3,False,,
C3H4O3,C#COOOC,3,4,3,False,,
C3H4O3,C1=COOCO1,3,4,3,False,,
C3H4O3,C1=COOOC1,3,4,3,False,,
C3H4O3,C1C2OOC1O2,3,4,3,False,,
C3H4O3,C1C2OOOC12,3,4,3,False,,
C3H4O3,C1CC12OOO2,3,4,3,False,,
C3H4O3,C1CC2(O1)OO2,3,4,3,False,,
C3H4O3,C1OC1C1OO1,3,4,3,False,,
C3H4O3,C1OC2(CO2)O1,3,4,3,False,,
C3H4O3,C1OC2OC1O2,3,4,3,False,,
C3H4O3,C1OC2OC2O1,3,4,3,False,,
C3H4O3,C1OC2OOC12,3,4,3,False,,
C3H4O3,C1OCC12OO2,3,4,3,False,,
C3H4O3,C1OOC12CO2,3,4,3,False,,
C3H4O3,C1OOC2OC12,3,4,3,False,,
C3H4O3,C=C(C=O)OO,3,4,3,False,,
C3H4O3,C=C(O)C(=O)O,3,4,3,True,2-hydroxyacrylic acid,Q11751630
C3H4O3,C=C(O)C1OO1,3,4,3,False,,
C3H4O3,C=C(O)OC=O,3,4,3,False,,
C3H4O3,C=C1COOO1,3,4,3,False,,
C3H4O3,C=C1OC(O)O1,3,4,3,False,,
C3H4O3,C=C1OC1(O)O,3,4,3,False,,
C3H4O3,C=C1OC1OO,3,4,3,False,,
C3H4O3,C=C1OCOO1,3,4,3,False,,
C3H4O3,C=C1OOC1O,3,4,3,False,,
C3H4O3,C=C=C(O)OO,3,4,3,False,,
C3H4O3,C=C=COOO,3,4,3,False,,
C3H4O3,C=CC(=O)OO,3,4,3,False,,
C3H4O3,C=CC1(O)OO1,3,4,3,False,,
C3H4O3,C=CC1OOO1,3,4,3,False,,
C3H4O3,C=COC(=O)O,3,4,3,False,,
C3H4O3,C=COC1OO1,3,4,3,False,,
C3H4O3,C=COOC=O,3,4,3,False,,
C3H4O3,CC#COOO,3,4,3,False,,
C3H4O3,CC(=C=O)OO,3,4,3,False,,
C3H4O3,CC(=O)C(=O)O,3,4,3,True,pyruvic acid 1-c-13,Q27254717
C3H4O3,CC(=O)C1OO1,3,4,3,False,,
C3H4O3,CC(=O)OC=O,3,4,3,True,acetic formic anhydride,Q4673256
C3H4O3,CC(O)=C1OO1,3,4,3,False,,
C3H4O3,CC1(C=O)OO1,3,4,3,False,,
C3H4O3,CC1(O)OC1=O,3,4,3,False,,
C3H4O3,CC12OC(O1)O2,3,4,3,False,,
C3H4O3,CC12OC1(O)O2,3,4,3,False,,
C3H4O3,CC12OOC1O2,3,4,3,False,,
C3H4O3,CC1=C(OO)O1,3,4,3,False,,
C3H4O3,CC1=COOO1,3,4,3,False,,
C3H4O3,CC1OC(=O)O1,3,4,3,False,,
C3H4O3,CC1OC12OO2,3,4,3,False,,
C3H4O3,CC1OOC1=O,3,4,3,False,,
C3H4O3,CC=C1OOO1,3,4,3,False,,
C3H4O3,COC#COO,3,4,3,False,,
C3H4O3,COC(=O)C=O,3,4,3,True,methyl 2-oxoacetate,Q72494123
C3H4O3,COC(O)=C=O,3,4,3,False,,
C3H4O3,COC12OC1O2,3,4,3,False,,
C3H4O3,COC1=C(O)O1,3,4,3,False,,
C3H4O3,COC1OC1=O,3,4,3,False,,
C3H4O3,COC=C1OO1,3,4,3,False,,
C3H4O3,COOC#CO,3,4,3,False,,
C3H4O3,COOC1=CO1,3,4,3,False,,
C3H4O3,COOC=C=O,3,4,3,False,,
