formula,smiles,nC,nH,nO,on_wikidata,wikidata_name,wikidata_id
C4H6O4,OCC1OC=COO1,4,6,4,False,,
C4H6O4,OCC1OCC12OO2,4,6,4,False,,
C4H6O4,OCC1OOC12CO2,4,6,4,False,,
C4H6O4,OCC1OOC2OC12,4,6,4,False,,
C4H6O4,OCC1OOC=C1O,4,6,4,False,,
C4H6O4,OCC=C(O)C1OO1,4,6,4,False,,
C4H6O4,OCC=C1COOO1,4,6,4,False,,
C4H6O4,OCC=C1OC(O)O1,4,6,4,False,,
C4H6O4,OCC=C1OC1(O)O,4,6,4,False,,
C4H6O4,OCC=C1OC1OO,4,6,4,False,,
C4H6O4,OCC=C1OCOO1,4,6,4,False,,
C4H6O4,OCC=C1OOC1O,4,6,4,False,,
C4H6O4,OCC=C=C(O)OO,4,6,4,False,,
C4H6O4,OCC=C=COOO,4,6,4,False,,
C4H6O4,OCC=CC1(O)OO1,4,6,4,False,,
C4H6O4,OCC=CC1OOO1,4,6,4,False,,
C4H6O4,OCC=COC1OO1,4,6,4,False,,
C4H6O4,OCCC#COOO,4,6,4,False,,
C4H6O4,OCCC(O)=C1OO1,4,6,4,False,,
C4H6O4,OCCC12OC(O1)O2,4,6,4,False,,
C4H6O4,OCCC12OC1(O)O2,4,6,4,False,,
C4H6O4,OCCC12OOC1O2,4,6,4,False,,
C4H6O4,OCCC1=C(OO)O1,4,6,4,False,,
C4H6O4,OCCC1=COOO1,4,6,4,False,,
C4H6O4,OCCC1OC12OO2,4,6,4,False,,
C4H6O4,OCCC=C1OOO1,4,6,4,False,,
C4H6O4,OCCOC#COO,4,6,4,False,,
C4H6O4,OCCOC12OC1O2,4,6,4,False,,
C4H6O4,OCCOC1=C(O)O1,4,6,4,False,,
C4H6O4,OCCOC=C1OO1,4,6,4,False,,
C4H6O4,OCCOOC1=CO1,4,6,4,False,,
C4H6O4,OCCOc1coo1,4,6,4,False,,
C4H6O4,OCCc1ooc1O,4,6,4,False,,
C4H6O4,OCOC#CC(O)O,4,6,4,False,,
C4H6O4,OCOC#CCOO,4,6,4,False,,
C4H6O4,OCOC#COCO,4,6,4,False,,
C4H6O4,OCOC(O)=C1CO1,4,6,4,False,,
C4H6O4,OCOC(O)C1=CO1,4,6,4,False,,
C4H6O4,OCOC1(O)C2OC21,4,6,4,False,,
C4H6O4,OCOC1(O)C=C1O,4,6,4,False,,
C4H6O4,OCOC1(O)C=CO1,4,6,4,False,,
C4H6O4,OCOC1(OO)C=C1,4,6,4,False,,
C4H6O4,OCOC12CC(O1)O2,4,6,4,False,,
C4H6O4,OCOC12CC1(O)O2,4,6,4,False,,
C4H6O4,OCOC12CC1OO2,4,6,4,False,,
C4H6O4,OCOC12COC1O2,4,6,4,False,,
C4H6O4,OCOC12OC1C2O,4,6,4,False,,
C4H6O4,OCOC12OCC1O2,4,6,4,False,,
C4H6O4,OCOC1=C(CO)O1,4,6,4,False,,
C4H6O4,OCOC1=C(O)C1O,4,6,4,False,,
C4H6O4,OCOC1=C(O)CO1,4,6,4,False,,
C4H6O4,OCOC1=C(O)OC1,4,6,4,False,,
C4H6O4,OCOC1=C(OO)C1,4,6,4,False,,
C4H6O4,OCOC1=CC(O)O1,4,6,4,False,,
C4H6O4,OCOC1=CC1(O)O,4,6,4,False,,
C4H6O4,OCOC1=CC1OO,4,6,4,False,,
C4H6O4,OCOC1=CCOO1,4,6,4,False,,
C4H6O4,OCOC1=COC1O,4,6,4,False,,
C4H6O4,OCOC1=COCO1,4,6,4,False,,
C4H6O4,OCOC1=COOC1,4,6,4,False,,
C4H6O4,OCOC1C(O)=C1O,4,6,4,False,,
C4H6O4,OCOC1C2OC12O,4,6,4,False,,
C4H6O4,OCOC1C2OC1O2,4,6,4,False,,
C4H6O4,OCOC1C2OOC12,4,6,4,False,,
C4H6O4,OCOC1C=C(O)O1,4,6,4,False,,
C4H6O4,OCOC1C=C1OO,4,6,4,False,,
C4H6O4,OCOC1C=COO1,4,6,4,False,,
C4H6O4,OCOC1CC12OO2,4,6,4,False,,
C4H6O4,OCOC1OC12CO2,4,6,4,False,,
C4H6O4,OCOC1OC2OC12,4,6,4,False,,
C4H6O4,OCOC1OC=C1O,4,6,4,False,,
C4H6O4,OCOC1OC=CO1,4,6,4,False,,
C4H6O4,OCOC=C1COO1,4,6,4,False,,
C4H6O4,OCOC=C1OC1O,4,6,4,False,,
C4H6O4,OCOC=C1OCO1,4,6,4,False,,
C4H6O4,OCOC=C=C(O)O,4,6,4,False,,
C4H6O4,OCOC=C=COO,4,6,4,False,,
C4H6O4,OCOC=CC1OO1,4,6,4,False,,
C4H6O4,OCOCC#COO,4,6,4,False,,
C4H6O4,OCOCC12OC1O2,4,6,4,False,,
C4H6O4,OCOCC1=C(O)O1,4,6,4,False,,
C4H6O4,OCOCC=C1OO1,4,6,4,False,,
C4H6O4,OCOCOC1=CO1,4,6,4,False,,
C4H6O4,OCOCc1coo1,4,6,4,False,,
C4H6O4,OCOOC1(O)C=C1,4,6,4,False,,
C4H6O4,OCOOC12CC1O2,4,6,4,False,,
C4H6O4,OCOOC1=C(O)C1,4,6,4,False,,
C4H6O4,OCOOC1=CC1O,4,6,4,False,,
C4H6O4,OCOOC1=CCO1,4,6,4,False,,
C4H6O4,OCOOC1=COC1,4,6,4,False,,
C4H6O4,OCOOC1C2OC12,4,6,4,False,,
C4H6O4,OCOOC1C=C1O,4,6,4,False,,
C4H6O4,OCOOC1C=CO1,4,6,4,False,,
C4H6O4,OCOOC=C1CO1,4,6,4,False,,
C4H6O4,OCOOCC1=CO1,4,6,4,False,,
C4H6O4,OCOOOC1=CC1,4,6,4,False,,
C4H6O4,OCOOOC1C=C1,4,6,4,False,,
C4H6O4,OCc1ooc1CO,4,6,4,False,,
C4H6O4,OOC#CCC(O)O,4,6,4,False,,
C4H6O4,OOC#CCCOO,4,6,4,False,,
C4H6O4,OOC(O)(O)C1=CC1,4,6,4,False,,
C4H6O4,OOC(O)(O)C1C=C1,4,6,4,False,,
C4H6O4,OOC(O)=C1CC1O,4,6,4,False,,
C4H6O4,OOC(O)=C1CCO1,4,6,4,False,,
C4H6O4,OOC(O)=C1COC1,4,6,4,False,,
C4H6O4,OOC(O)=CC1CO1,4,6,4,False,,
C4H6O4,OOC(O)C1(O)C=C1,4,6,4,False,,
C4H6O4,OOC(O)C12CC1O2,4,6,4,False,,
C4H6O4,OOC(O)C1=C(O)C1,4,6,4,False,,
C4H6O4,OOC(O)C1=CC1O,4,6,4,False,,
C4H6O4,OOC(O)C1=CCO1,4,6,4,False,,
C4H6O4,OOC(O)C1=COC1,4,6,4,False,,
C4H6O4,OOC(O)C1C2OC21,4,6,4,False,,
C4H6O4,OOC(O)C1C=C1O,4,6,4,False,,
C4H6O4,OOC(O)C1C=CO1,4,6,4,False,,
C4H6O4,OOC(O)C=C1CO1,4,6,4,False,,
C4H6O4,OOC(O)CC1=CO1,4,6,4,False,,
C4H6O4,OOC(O)OC1=CC1,4,6,4,False,,
C4H6O4,OOC(O)OC1C=C1,4,6,4,False,,
C4H6O4,OOC(OO)=C1CC1,4,6,4,False,,
C4H6O4,OOC(OO)C1=CC1,4,6,4,False,,
C4H6O4,OOC(OO)C1C=C1,4,6,4,False,,
C4H6O4,OOC1(C(O)O)C=C1,4,6,4,False,,
C4H6O4,OOC1(C2CC2)OO1,4,6,4,False,,
C4H6O4,OOC1(C2CO2)CO1,4,6,4,False,,
C4H6O4,OOC1(C2OO2)CC1,4,6,4,False,,
C4H6O4,OOC1(O)C2C(O)C21,4,6,4,False,,
C4H6O4,OOC1(O)C2CC1O2,4,6,4,False,,
C4H6O4,OOC1(O)C2CC21O,4,6,4,False,,
C4H6O4,OOC1(O)C2COC21,4,6,4,False,,
C4H6O4,OOC1(O)C=C(O)C1,4,6,4,False,,
C4H6O4,OOC1(O)C=CC1O,4,6,4,False,,
C4H6O4,OOC1(O)C=CCO1,4,6,4,False,,
C4H6O4,OOC1(O)C=COC1,4,6,4,False,,
C4H6O4,OOC1(O)CC12CO2,4,6,4,False,,
C4H6O4,OOC1(O)CC2OC21,4,6,4,False,,
C4H6O4,OOC1(O)CC=C1O,4,6,4,False,,
C4H6O4,OOC1(O)CC=CO1,4,6,4,False,,
C4H6O4,OOC1(O)OC12CC2,4,6,4,False,,
C4H6O4,OOC1(O)OC2CC21,4,6,4,False,,
C4H6O4,OOC1(OO)C2CC21,4,6,4,False,,
C4H6O4,OOC1(OO)C=CC1,4,6,4,False,,
C4H6O4,OOC12C(O)C1C2O,4,6,4,False,,
C4H6O4,OOC12CC(C1)OO2,4,6,4,False,,
C4H6O4,OOC12CC(CO1)O2,4,6,4,False,,
C4H6O4,OOC12CC(O)(C1)O2,4,6,4,False,,
C4H6O4,OOC12CC(O)C1O2,4,6,4,False,,
C4H6O4,OOC12CC(O1)C2O,4,6,4,False,,
C4H6O4,OOC12CC1(O)C2O,4,6,4,False,,
C4H6O4,OOC12CC1(O)CO2,4,6,4,False,,
C4H6O4,OOC12CC1(OO)C2,4,6,4,False,,
C4H6O4,OOC12CC1C(O)O2,4,6,4,False,,
C4H6O4,OOC12CC1C2(O)O,4,6,4,False,,
C4H6O4,OOC12CC1COO2,4,6,4,False,,
C4H6O4,OOC12CC1OC2O,4,6,4,False,,
C4H6O4,OOC12CC1OCO2,4,6,4,False,,
C4H6O4,OOC12CCC(O1)O2,4,6,4,False,,
C4H6O4,OOC12CCC1(O)O2,4,6,4,False,,
C4H6O4,OOC12CCC1OO2,4,6,4,False,,
C4H6O4,OOC12CCOC1O2,4,6,4,False,,
C4H6O4,OOC12COC(C1)O2,4,6,4,False,,
C4H6O4,OOC12COC1(O)C2,4,6,4,False,,
C4H6O4,OOC12COC1C2O,4,6,4,False,,
C4H6O4,OOC12COC1CO2,4,6,4,False,,
C4H6O4,OOC12COC1OC2,4,6,4,False,,
C4H6O4,OOC12COCC1O2,4,6,4,False,,
C4H6O4,OOC12COOC1C2,4,6,4,False,,
C4H6O4,OOC12OC1CC2O,4,6,4,False,,
C4H6O4,OOC12OCC1C2O,4,6,4,False,,
C4H6O4,OOC12OCC1CO2,4,6,4,False,,
C4H6O4,OOC12OCCC1O2,4,6,4,False,,
C4H6O4,OOC1=C(C(O)O)C1,4,6,4,False,,
C4H6O4,OOC1=C(O)C(O)C1,4,6,4,False,,
C4H6O4,OOC1=C(O)CC1O,4,6,4,False,,
C4H6O4,OOC1=C(O)CCO1,4,6,4,False,,
C4H6O4,OOC1=C(O)COC1,4,6,4,False,,
C4H6O4,OOC1=C(O)OCC1,4,6,4,False,,
C4H6O4,OOC1=C(OO)CC1,4,6,4,False,,
C4H6O4,OOC1=CC(O)(O)C1,4,6,4,False,,
C4H6O4,OOC1=CC(O)C1O,4,6,4,False,,
C4H6O4,OOC1=CC(O)CO1,4,6,4,False,,
C4H6O4,OOC1=CC(O)OC1,4,6,4,False,,
C4H6O4,OOC1=CC(OO)C1,4,6,4,False,,
C4H6O4,OOC1=CC1C(O)O,4,6,4,False,,
C4H6O4,OOC1=CCC(O)O1,4,6,4,False,,
C4H6O4,OOC1=CCC1(O)O,4,6,4,False,,
C4H6O4,OOC1=CCC1OO,4,6,4,False,,
C4H6O4,OOC1=CCCOO1,4,6,4,False,,
C4H6O4,OOC1=CCOC1O,4,6,4,False,,
C4H6O4,OOC1=CCOCO1,4,6,4,False,,
C4H6O4,OOC1=CCOOC1,4,6,4,False,,
C4H6O4,OOC1=COC(O)C1,4,6,4,False,,
C4H6O4,OOC1=COCC1O,4,6,4,False,,
C4H6O4,OOC1=COCCO1,4,6,4,False,,
C4H6O4,OOC1=COCOC1,4,6,4,False,,
C4H6O4,OOC1=COOCC1,4,6,4,False,,
C4H6O4,OOC1C(O)=CC1O,4,6,4,False,,
C4H6O4,OOC1C(O)C12CO2,4,6,4,False,,
C4H6O4,OOC1C(O)C2OC12,4,6,4,False,,
C4H6O4,OOC1C2(O)CC12O,4,6,4,False,,
C4H6O4,OOC1C2C(O)C12O,4,6,4,False,,
C4H6O4,OOC1C2C(OO)C12,4,6,4,False,,
C4H6O4,OOC1C2C1C2(O)O,4,6,4,False,,
C4H6O4,OOC1C2CC1(O)O2,4,6,4,False,,
C4H6O4,OOC1C2CC1OO2,4,6,4,False,,
C4H6O4,OOC1C2CC21OO,4,6,4,False,,
C4H6O4,OOC1C2COC1O2,4,6,4,False,,
C4H6O4,OOC1C2COC21O,4,6,4,False,,
C4H6O4,OOC1C2COOC21,4,6,4,False,,
C4H6O4,OOC1C2OC(O)C12,4,6,4,False,,
C4H6O4,OOC1C2OC1C2O,4,6,4,False,,
C4H6O4,OOC1C2OCC12O,4,6,4,False,,
C4H6O4,OOC1C2OCOC12,4,6,4,False,,
C4H6O4,OOC1C=C(O)C1O,4,6,4,False,,
C4H6O4,OOC1C=C(O)CO1,4,6,4,False,,
C4H6O4,OOC1C=C(O)OC1,4,6,4,False,,
C4H6O4,OOC1C=C1C(O)O,4,6,4,False,,
C4H6O4,OOC1C=CC(O)O1,4,6,4,False,,
C4H6O4,OOC1C=CC1(O)O,4,6,4,False,,
C4H6O4,OOC1C=CC1OO,4,6,4,False,,
C4H6O4,OOC1C=CCOO1,4,6,4,False,,
C4H6O4,OOC1C=COC1O,4,6,4,False,,
C4H6O4,OOC1C=COCO1,4,6,4,False,,
C4H6O4,OOC1C=COOC1,4,6,4,False,,
C4H6O4,OOC1CC(O)=C1O,4,6,4,False,,
C4H6O4,OOC1CC(O)=CO1,4,6,4,False,,
C4H6O4,OOC1CC12COO2,4,6,4,False,,
C4H6O4,OOC1CC12OC2O,4,6,4,False,,
C4H6O4,OOC1CC12OCO2,4,6,4,False,,
C4H6O4,OOC1CC1=C(O)O,4,6,4,False,,
C4H6O4,OOC1CC1C1OO1,4,6,4,False,,
C4H6O4,OOC1CC2(C1)OO2,4,6,4,False,,
C4H6O4,OOC1CC2(CO2)O1,4,6,4,False,,
C4H6O4,OOC1CC2(O)OC12,4,6,4,False,,
C4H6O4,OOC1CC2OC12O,4,6,4,False,,
C4H6O4,OOC1CC2OC1O2,4,6,4,False,,
C4H6O4,OOC1CC2OC2O1,4,6,4,False,,
C4H6O4,OOC1CC2OOC12,4,6,4,False,,
C4H6O4,OOC1CC=C(O)O1,4,6,4,False,,
C4H6O4,OOC1CC=COO1,4,6,4,False,,
C4H6O4,OOC1CCC12OO2,4,6,4,False,,
C4H6O4,OOC1COC12CO2,4,6,4,False,,
C4H6O4,OOC1COC2OC12,4,6,4,False,,
C4H6O4,OOC1COC=C1O,4,6,4,False,,
C4H6O4,OOC1COC=CO1,4,6,4,False,,
C4H6O4,OOC1OC12CC2O,4,6,4,False,,
C4H6O4,OOC1OC12CCO2,4,6,4,False,,
C4H6O4,OOC1OC12COC2,4,6,4,False,,
C4H6O4,OOC1OC1C1CO1,4,6,4,False,,
C4H6O4,OOC1OC2(CC2)O1,4,6,4,False,,
C4H6O4,OOC1OC2(O)CC12,4,6,4,False,,
C4H6O4,OOC1OC2C(O)C12,4,6,4,False,,
C4H6O4,OOC1OC2CC1O2,4,6,4,False,,
C4H6O4,OOC1OC2CC21O,4,6,4,False,,
C4H6O4,OOC1OC2CC2O1,4,6,4,False,,
C4H6O4,OOC1OC2COC21,4,6,4,False,,
C4H6O4,OOC1OC2OCC12,4,6,4,False,,
C4H6O4,OOC1OC=CC1O,4,6,4,False,,
C4H6O4,OOC1OC=CCO1,4,6,4,False,,
C4H6O4,OOC1OCC12CO2,4,6,4,False,,
C4H6O4,OOC1OCC2OC21,4,6,4,False,,
C4H6O4,OOC1OCC=C1O,4,6,4,False,,
C4H6O4,OOC1OOC12CC2,4,6,4,False,,
C4H6O4,OOC1OOC2CC21,4,6,4,False,,
C4H6O4,OOC=C(O)C1CO1,4,6,4,False,,
C4H6O4,OOC=C1C(O)C1O,4,6,4,False,,
C4H6O4,OOC=C1CC(O)O1,4,6,4,False,,
C4H6O4,OOC=C1CC1(O)O,4,6,4,False,,
C4H6O4,OOC=C1CC1OO,4,6,4,False,,
C4H6O4,OOC=C1CCOO1,4,6,4,False,,
C4H6O4,OOC=C1COC1O,4,6,4,False,,
C4H6O4,OOC=C1COCO1,4,6,4,False,,
C4H6O4,OOC=C1COOC1,4,6,4,False,,
C4H6O4,OOC=C1OCC1O,4,6,4,False,,
C4H6O4,OOC=C1OCCO1,4,6,4,False,,
C4H6O4,OOC=C=CC(O)O,4,6,4,False,,
C4H6O4,OOC=C=CCOO,4,6,4,False,,
C4H6O4,OOC=CC1(O)CO1,4,6,4,False,,
C4H6O4,OOC=CC1COO1,4,6,4,False,,
C4H6O4,OOC=CC1OC1O,4,6,4,False,,
C4H6O4,OOC=CC1OCO1,4,6,4,False,,
C4H6O4,OOC=CC=C(O)O,4,6,4,False,,
C4H6O4,OOC=CC=COO,4,6,4,False,,
C4H6O4,OOC=CCC1OO1,4,6,4,False,,
C4H6O4,OOC=COC1CO1,4,6,4,False,,
C4H6O4,OOCC#CC(O)O,4,6,4,False,,
C4H6O4,OOCC#CCOO,4,6,4,False,,
C4H6O4,OOCC(O)=C1CO1,4,6,4,False,,
C4H6O4,OOCC(O)C1=CO1,4,6,4,False,,
C4H6O4,OOCC1(O)C2OC21,4,6,4,False,,
C4H6O4,OOCC1(O)C=C1O,4,6,4,False,,
C4H6O4,OOCC1(O)C=CO1,4,6,4,False,,
C4H6O4,OOCC1(OO)C=C1,4,6,4,False,,
C4H6O4,OOCC12CC(O1)O2,4,6,4,False,,
C4H6O4,OOCC12CC1(O)O2,4,6,4,False,,
C4H6O4,OOCC12CC1OO2,4,6,4,False,,
C4H6O4,OOCC12COC1O2,4,6,4,False,,
C4H6O4,OOCC12OC1C2O,4,6,4,False,,
C4H6O4,OOCC12OCC1O2,4,6,4,False,,
C4H6O4,OOCC1=C(O)C1O,4,6,4,False,,
C4H6O4,OOCC1=C(O)CO1,4,6,4,False,,
C4H6O4,OOCC1=C(O)OC1,4,6,4,False,,
C4H6O4,OOCC1=C(OO)C1,4,6,4,False,,
C4H6O4,OOCC1=CC(O)O1,4,6,4,False,,
C4H6O4,OOCC1=CC1(O)O,4,6,4,False,,
C4H6O4,OOCC1=CC1OO,4,6,4,False,,
C4H6O4,OOCC1=CCOO1,4,6,4,False,,
C4H6O4,OOCC1=COC1O,4,6,4,False,,
C4H6O4,OOCC1=COCO1,4,6,4,False,,
C4H6O4,OOCC1=COOC1,4,6,4,False,,
C4H6O4,OOCC1C(O)=C1O,4,6,4,False,,
C4H6O4,OOCC1C2OC12O,4,6,4,False,,
C4H6O4,OOCC1C2OC1O2,4,6,4,False,,
C4H6O4,OOCC1C2OOC12,4,6,4,False,,
C4H6O4,OOCC1C=C(O)O1,4,6,4,False,,
C4H6O4,OOCC1C=C1OO,4,6,4,False,,
C4H6O4,OOCC1C=COO1,4,6,4,False,,
C4H6O4,OOCC1CC12OO2,4,6,4,False,,
C4H6O4,OOCC1OC12CO2,4,6,4,False,,
C4H6O4,OOCC1OC2OC12,4,6,4,False,,
C4H6O4,OOCC1OC=C1O,4,6,4,False,,
C4H6O4,OOCC1OC=CO1,4,6,4,False,,
C4H6O4,OOCC=C1COO1,4,6,4,False,,
C4H6O4,OOCC=C1OC1O,4,6,4,False,,
C4H6O4,OOCC=C1OCO1,4,6,4,False,,
C4H6O4,OOCC=C=C(O)O,4,6,4,False,,
C4H6O4,OOCC=CC1OO1,4,6,4,False,,
C4H6O4,OOCCC12OC1O2,4,6,4,False,,
C4H6O4,OOCCC1=C(O)O1,4,6,4,False,,
C4H6O4,OOCCC=C1OO1,4,6,4,False,,
C4H6O4,OOCCOC1=CO1,4,6,4,False,,
C4H6O4,OOCCc1coo1,4,6,4,False,,
C4H6O4,OOCOC1(O)C=C1,4,6,4,False,,
C4H6O4,OOCOC12CC1O2,4,6,4,False,,
C4H6O4,OOCOC1=C(O)C1,4,6,4,False,,
C4H6O4,OOCOC1=CC1O,4,6,4,False,,
C4H6O4,OOCOC1=CCO1,4,6,4,False,,
C4H6O4,OOCOC1=COC1,4,6,4,False,,
C4H6O4,OOCOC1C2OC12,4,6,4,False,,
C4H6O4,OOCOC1C=C1O,4,6,4,False,,
C4H6O4,OOCOC1C=CO1,4,6,4,False,,
C4H6O4,OOCOC=C1CO1,4,6,4,False,,
C4H6O4,OOCOCC1=CO1,4,6,4,False,,
C4H6O4,OOCOOC1=CC1,4,6,4,False,,
C4H6O4,OOCOOC1C=C1,4,6,4,False,,
C4H6O4,OOOC(O)=C1CC1,4,6,4,False,,
C4H6O4,OOOC(O)C1=CC1,4,6,4,False,,
C4H6O4,OOOC(O)C1C=C1,4,6,4,False,,
C4H6O4,OOOC1(O)C2CC21,4,6,4,False,,
C4H6O4,OOOC1(O)C=CC1,4,6,4,False,,
C4H6O4,OOOC12CC(C1)O2,4,6,4,False,,
C4H6O4,OOOC12CC1(O)C2,4,6,4,False,,
C4H6O4,OOOC12CC1C2O,4,6,4,False,,
C4H6O4,OOOC12CC1CO2,4,6,4,False,,
C4H6O4,OOOC12CCC1O2,4,6,4,False,,
C4H6O4,OOOC12COC1C2,4,6,4,False,,
C4H6O4,OOOC1=C(O)CC1,4,6,4,False,,
C4H6O4,OOOC1=CC(O)C1,4,6,4,False,,
C4H6O4,OOOC1=CCC1O,4,6,4,False,,
C4H6O4,OOOC1=CCCO1,4,6,4,False,,
C4H6O4,OOOC1=CCOC1,4,6,4,False,,
C4H6O4,OOOC1=COCC1,4,6,4,False,,
C4H6O4,OOOC1C2C(O)C12,4,6,4,False,,
C4H6O4,OOOC1C2CC1O2,4,6,4,False,,
C4H6O4,OOOC1C2CC21O,4,6,4,False,,
C4H6O4,OOOC1C2COC21,4,6,4,False,,
C4H6O4,OOOC1C=C(O)C1,4,6,4,False,,
C4H6O4,OOOC1C=CC1O,4,6,4,False,,
C4H6O4,OOOC1C=CCO1,4,6,4,False,,
C4H6O4,OOOC1C=COC1,4,6,4,False,,
C4H6O4,OOOC1CC12CO2,4,6,4,False,,
C4H6O4,OOOC1CC2OC12,4,6,4,False,,
C4H6O4,OOOC1CC=C1O,4,6,4,False,,
C4H6O4,OOOC1CC=CO1,4,6,4,False,,
C4H6O4,OOOC1OC12CC2,4,6,4,False,,
C4H6O4,OOOC1OC2CC21,4,6,4,False,,
C4H6O4,OOOC=C1CC1O,4,6,4,False,,
C4H6O4,OOOC=C1CCO1,4,6,4,False,,
C4H6O4,OOOC=C1COC1,4,6,4,False,,
C4H6O4,OOOC=CC1CO1,4,6,4,False,,
C4H6O4,OOOCC1(O)C=C1,4,6,4,False,,
C4H6O4,OOOCC12CC1O2,4,6,4,False,,
C4H6O4,OOOCC1=C(O)C1,4,6,4,False,,
C4H6O4,OOOCC1=CC1O,4,6,4,False,,
C4H6O4,OOOCC1=CCO1,4,6,4,False,,
C4H6O4,OOOCC1=COC1,4,6,4,False,,
C4H6O4,OOOCC1C2OC12,4,6,4,False,,
C4H6O4,OOOCC1C=C1O,4,6,4,False,,
C4H6O4,OOOCC1C=CO1,4,6,4,False,,
C4H6O4,OOOCC=C1CO1,4,6,4,False,,
C4H6O4,OOOCCC1=CO1,4,6,4,False,,
C4H6O4,OOOCOC1=CC1,4,6,4,False,,
C4H6O4,OOOCOC1C=C1,4,6,4,False,,
C4H6O4,OOOOC12CC1C2,4,6,4,False,,
C4H6O4,OOOOC1=CCC1,4,6,4,False,,
C4H6O4,OOOOC1C2CC21,4,6,4,False,,
C4H6O4,OOOOC1C=CC1,4,6,4,False,,
C4H6O4,OOOOC=C1CC1,4,6,4,False,,
C4H6O4,OOOOCC1=CC1,4,6,4,False,,
C4H6O4,OOOOCC1C=C1,4,6,4,False,,
C4H6O4,(no SMILES),4,6,4,True,(R)-3-Hydroxy-2-oxobutanoic acid,Q72480798
C4H6O4,(no SMILES),4,6,4,True,Propanedioic acid 1-methyl ester,Q72502229
C4H6O4,O=[13C](O)CC[13C](=O)O,4,6,4,True,"Succinic acid-1,4-13C2",Q82253373
C4H6O4,[2H]C([2H])([2H])C(C(=O)O)C(=O)O,4,6,4,True,Methyl-d3-malonic acid,Q82263628
C4H6O4,[2H]C([2H])(C(=O)O)C([2H])([2H])C(=O)O,4,6,4,True,(²H₄)Butanedioic acid,Q82375070
C4H6O4,O=C(O)[13CH2][13CH2]C(=O)O,4,6,4,True,"(2,3-¹³C₂)Butanedioic acid",Q82375071
C4H6O4,[2H]OC(=O)C([2H])([2H])C([2H])([2H])C(=O)O[2H],4,6,4,True,(²H₄)Butane(²H₂)dioic acid,Q82475531
C4H6O4,O=C(O)C[13CH2][13C](=O)O,4,6,4,True,"(1,2-¹³C₂)Butanedioic acid",Q82475648
C4H6O4,O=[13C](O)[13CH2][13CH2][13C](=O)O,4,6,4,True,(¹³C₄)Butanedioic acid,Q82475649
C4H6O4,[13CH3][13CH]([13C](=O)O)[13C](=O)O,4,6,4,True,(¹³C)Methyl(¹³C₃)propanedioic acid,Q82694004
C4H8O4,C1CCOOOOC1,4,8,4,False,,
C4H8O4,C1COCOOCO1,4,8,4,False,,
C4H8O4,C1COCOOOC1,4,8,4,False,,
C4H8O4,C1COOCCOO1,4,8,4,False,,
C4H8O4,C1COOCOCO1,4,8,4,False,,
C4H8O4,C1COOCOOC1,4,8,4,False,,
C4H8O4,C1COOOCCO1,4,8,4,False,,
C4H8O4,C1OCOCOCO1,4,8,4,True,"1,3,5,7-Tetroxocane",Q83054359
C4H8O4,C=C(C(O)O)C(O)O,4,8,4,False,,
C4H8O4,C=C(C)C(O)(O)OO,4,8,4,False,,
C4H8O4,C=C(C)C(O)OOO,4,8,4,False,,
C4H8O4,C=C(C)C(OO)OO,4,8,4,False,,
C4H8O4,C=C(C)COOOO,4,8,4,False,,
C4H8O4,C=C(C)OC(O)(O)O,4,8,4,False,,
C4H8O4,C=C(C)OC(O)OO,4,8,4,False,,
C4H8O4,C=C(C)OCOOO,4,8,4,False,,
C4H8O4,C=C(C)OOC(O)O,4,8,4,False,,
C4H8O4,C=C(C)OOCOO,4,8,4,False,,
C4H8O4,C=C(C)OOOCO,4,8,4,False,,
C4H8O4,C=C(C)OOOOC,4,8,4,False,,
C4H8O4,C=C(CC(O)O)OO,4,8,4,False,,
C4H8O4,C=C(CC)OOOO,4,8,4,False,,
C4H8O4,C=C(CCO)OOO,4,8,4,False,,
C4H8O4,C=C(CCOO)OO,4,8,4,False,,
C4H8O4,C=C(CO)C(O)(O)O,4,8,4,False,,
C4H8O4,C=C(CO)C(O)OO,4,8,4,False,,
C4H8O4,C=C(CO)COOO,4,8,4,False,,
C4H8O4,C=C(CO)OC(O)O,4,8,4,False,,
C4H8O4,C=C(CO)OCOO,4,8,4,False,,
C4H8O4,C=C(CO)OOCO,4,8,4,False,,
C4H8O4,C=C(CO)OOOC,4,8,4,False,,
C4H8O4,C=C(COC)OOO,4,8,4,False,,
C4H8O4,C=C(COCO)OO,4,8,4,False,,
C4H8O4,C=C(COO)C(O)O,4,8,4,False,,
C4H8O4,C=C(COO)COO,4,8,4,False,,
C4H8O4,C=C(COO)OCO,4,8,4,False,,
C4H8O4,C=C(COO)OOC,4,8,4,False,,
C4H8O4,C=C(COOC)OO,4,8,4,False,,
C4H8O4,C=C(COOO)OC,4,8,4,False,,
C4H8O4,C=C(O)C(C)(O)OO,4,8,4,False,,
C4H8O4,C=C(O)C(C)OOO,4,8,4,False,,
C4H8O4,C=C(O)C(CO)OO,4,8,4,False,,
C4H8O4,C=C(O)C(O)(O)CO,4,8,4,False,,
C4H8O4,C=C(O)C(O)(O)OC,4,8,4,False,,
C4H8O4,C=C(O)C(O)C(O)O,4,8,4,False,,
C4H8O4,C=C(O)C(O)COO,4,8,4,False,,
C4H8O4,C=C(O)C(O)OCO,4,8,4,False,,
