formula,nC,nH,nO,wikidata_id,wikidata_name,smiles,canon_smiles,inchi,cas,sitelinks,on_enwiki,enwiki_title
C5H8O2,5,8,2,Q82417124,"4-Methyl-3,6-dihydro-1,2-dioxine",CC1=CCOOC1,CC1=CCOOC1,"InChI=1S/C5H8O2/c1-5-2-3-6-7-4-5/h2H,3-4H2,1H3",40560-08-5,0,False,
C5H8O2,5,8,2,Q82419503,3-Hydroxypent-4-enal,C=CC(O)CC=O,C=CC(O)CC=O,"InChI=1S/C5H8O2/c1-2-5(7)3-4-6/h2,4-5,7H,1,3H2",144220-33-7,0,False,
C5H8O2,5,8,2,Q82431038,"3,4-Dihydro-2H-pyran-2-ol",OC1CCC=CO1,OC1CCC=CO1,"InChI=1S/C5H8O2/c6-5-3-1-2-4-7-5/h2,4-6H,1,3H2",4680-01-7,0,False,
C5H8O2,5,8,2,Q82434461,"(2,3-Dihydrofuran-2-yl)methanol",OCC1CC=CO1,OCC1CC=CO1,"InChI=1S/C5H8O2/c6-4-5-2-1-3-7-5/h1,3,5-6H,2,4H2",61472-86-4,0,False,
C5H6O2,5,6,2,Q82440309,"4,5-Dihydrofuran-2-carbaldehyde",C1COC(=C1)C=O,O=CC1=CCCO1,"InChI=1S/C5H6O2/c6-4-5-2-1-3-7-5/h2,4H,1,3H2",63493-93-6,0,False,
C5H6O2,5,6,2,Q82455042,3-Methyl-4-methylideneoxetan-2-one,C=C1OC(=O)C1C,C=C1OC(=O)C1C,"InChI=1S/C5H6O2/c1-3-4(2)7-5(3)6/h3H,2H2,1H3",89016-79-5,0,False,
C5H8O2,5,8,2,Q82456291,"5,6-Dihydro-2H-pyran-2-ol",OC1C=CCCO1,OC1C=CCCO1,"InChI=1S/C5H8O2/c6-5-3-1-2-4-7-5/h1,3,5-6H,2,4H2",56963-54-3,0,False,
C5H8O2,5,8,2,Q82457517,3-Ethyloxetan-2-one,CCC1COC1=O,CCC1COC1=O,"InChI=1S/C5H8O2/c1-2-4-3-7-5(4)6/h4H,2-3H2,1H3",25400-45-7,0,False,
C5H6O2,5,6,2,Q82460366,"3-Methoxybuta-1,3-dien-1-one",C=C(C=C=O)OC,C=C(C=C=O)OC,"InChI=1S/C5H6O2/c1-5(7-2)3-4-6/h3H,1H2,2H3",132178-16-6,0,False,
C5H8O2,5,8,2,Q82480370,"(2,5-Dihydrofuran-2-yl)methanol",OCC1C=CCO1,OCC1C=CCO1,"InChI=1S/C5H8O2/c6-4-5-2-1-3-7-5/h1-2,5-6H,3-4H2",63493-94-7,0,False,
C5H8O2,5,8,2,Q82485943,"2,6-Dioxabicyclo[3.1.1]heptane",C1CC2CC(O1)O2,C1CC2CC(O1)O2,"InChI=1S/C5H8O2/c1-2-6-5-3-4(1)7-5/h4-5H,1-3H2",52964-76-8,0,False,
C5H6O2,5,6,2,Q82487059,"Penta-2,3-dienoic acid",CC=C=CC(=O)O,CC=C=CC(=O)O,"InChI=1S/C5H6O2/c1-2-3-4-5(6)7/h2,4H,1H3,(H,6,7)",64788-20-1,0,False,
C5H4O2,5,4,2,Q82490150,3-Methylidenefuran-2(3H)-one,C=C1C=COC1=O,C=C1C=COC1=O,"InChI=1S/C5H4O2/c1-4-2-3-7-5(4)6/h2-3H,1H2",190071-45-5,0,False,
C5H8O2,5,8,2,Q82492310,3-Methyloxetane-3-carbaldehyde,CC1(COC1)C=O,CC1(C=O)COC1,"InChI=1S/C5H8O2/c1-5(2-6)3-7-4-5/h2H,3-4H2,1H3",99419-31-5,0,False,
C5H8O2,5,8,2,Q82498017,Ethylpropanedial,CCC(C=O)C=O,CCC(C=O)C=O,"InChI=1S/C5H8O2/c1-2-5(3-6)4-7/h3-5H,2H2,1H3",99419-30-4,0,False,
C5H6O2,5,6,2,Q82500998,"Penta-3,4-dienoic acid",C=C=CCC(=O)O,C=C=CCC(=O)O,"InChI=1S/C5H6O2/c1-2-3-4-5(6)7/h3H,1,4H2,(H,6,7)",60053-24-9,0,False,
C5H6O2,5,6,2,Q82501598,Bicyclo[1.1.0]butane-1-carboxylic acid,C1C2C1(C2)C(=O)O,O=C(O)C12CC1C2,"InChI=1S/C5H6O2/c6-4(7)5-1-3(5)2-5/h3H,1-2H2,(H,6,7)",30493-99-3,0,False,
C5H6O2,5,6,2,Q82521938,2H-Pyran-4-ol,C1C=C(C=CO1)O,OC1=CCOC=C1,"InChI=1S/C5H6O2/c6-5-1-3-7-4-2-5/h1-3,6H,4H2",27828-85-9,0,False,
C5H8O2,5,8,2,Q82523718,"4,7-Dioxaspiro[2.4]heptane",C1CC12OCCO2,C1COC2(CC2)O1,InChI=1S/C5H8O2/c1-2-5(1)6-3-4-7-5/h1-4H2,18552-96-0,0,False,
C5H8O2,5,8,2,Q82526696,"(2,3-Dihydrofuran-3-yl)methanol",OCC1C=COC1,OCC1C=COC1,"InChI=1S/C5H8O2/c6-3-5-1-2-7-4-5/h1-2,5-6H,3-4H2",190584-90-8,0,False,
C5H6O2,5,6,2,Q82527793,1-(Oxiran-2-yl)prop-2-en-1-one,C=CC(=O)C1CO1,C=CC(=O)C1CO1,"InChI=1S/C5H6O2/c1-2-4(6)5-3-7-5/h2,5H,1,3H2",56209-32-6,0,False,
C5H6O2,5,6,2,Q82531152,"3,4-Dimethyl-2H-oxet-2-one",CC1=C(OC1=O)C,CC1=C(C)C(=O)O1,InChI=1S/C5H6O2/c1-3-4(2)7-5(3)6/h1-2H3,88996-99-0,0,False,
C5H6O2,5,6,2,Q82634308,"4,7-Dioxaspiro[2.4]hept-1-ene",C1COC2(O1)C=C2,C1=CC12OCCO2,"InChI=1S/C5H6O2/c1-2-5(1)6-3-4-7-5/h1-2H,3-4H2",21251-54-7,0,False,
C5H8O2,5,8,2,Q82636161,3-Ethenyloxetan-3-ol,C=CC1(COC1)O,C=CC1(O)COC1,"InChI=1S/C5H8O2/c1-2-5(6)3-7-4-5/h2,6H,1,3-4H2",1207175-07-2,0,False,
C5H8O2,5,8,2,Q82642806,2-(Hydroxymethyl)but-2-enal,CC=C(C=O)CO,CC=C(C=O)CO,"InChI=1S/C5H8O2/c1-2-5(3-6)4-7/h2-3,7H,4H2,1H3",139443-51-9,0,False,
C5H8O2,5,8,2,Q82656736,3-(Methoxymethylidene)oxetane,COC=C1COC1,COC=C1COC1,"InChI=1S/C5H8O2/c1-6-2-5-3-7-4-5/h2H,3-4H2,1H3",1313739-05-7,0,False,
C5H8O2,5,8,2,Q82658657,5-Hydroxypent-3-en-2-one,CC(=O)C=CCO,CC(=O)C=CCO,"InChI=1S/C5H8O2/c1-5(7)3-2-4-6/h2-3,6H,4H2,1H3",193470-76-7,0,False,
C5H8O2,5,8,2,Q82659476,4-Hydroxy-2-methylbut-2-enal,CC(C=O)=CCO,CC(C=O)=CCO,"InChI=1S/C5H8O2/c1-5(4-7)2-3-6/h2,4,6H,3H2,1H3",88322-53-6,0,False,
C5H4O2,5,4,2,Q82676637,"2-Hydroxycyclopenta-2,4-dien-1-one",C1=CC(=O)C(=C1)O,O=C1C=CC=C1O,"InChI=1S/C5H4O2/c6-4-2-1-3-5(4)7/h1-3H,(H,6,7)",64487-55-4,0,False,
C5H8O2,5,8,2,Q82678355,"1,5-Dioxaspiro[2.4]heptane",C1CC2(CO1)CO2,C1CC2(CO1)CO2,InChI=1S/C5H8O2/c1-2-6-3-5(1)4-7-5/h1-4H2,185-61-5,0,False,
C5H8O2,5,8,2,Q82743941,2-Hydroxy-2-methylcyclobutan-1-one,CC1(O)CCC1=O,CC1(O)CCC1=O,"InChI=1S/C5H8O2/c1-5(7)3-2-4(5)6/h7H,2-3H2,1H3",25733-27-1,0,False,
C5H8O2,5,8,2,Q82747381,"3,4-Dioxabicyclo[4.1.0]heptane",C1OOCC2CC12,C1OOCC2CC12,"InChI=1S/C5H8O2/c1-4-2-6-7-3-5(1)4/h4-5H,1-3H2",286-13-5,0,False,
C5H4O2,5,4,2,Q82749158,"5-Oxopenta-2,4-dienal",O=C=CC=CC=O,O=C=CC=CC=O,InChI=1S/C5H4O2/c6-4-2-1-3-5-7/h1-4H,39763-18-3,0,False,
C5H8O2,5,8,2,Q82807619,1-(Ethenyloxy)-1-methoxyethene,COC(=C)OC=C,C=COC(=C)OC,"InChI=1S/C5H8O2/c1-4-7-5(2)6-3/h4H,1-2H2,3H3",77302-18-2,0,False,
C5H8O2,5,8,2,Q82841278,"(1R,2R)-2-Hydroxycyclobutane-1-carbaldehyde",O=CC1CCC1O,O=CC1CCC1O,"InChI=1S/C5H8O2/c6-3-4-1-2-5(4)7/h3-5,7H,1-2H2/t4-,5+/m0/s1",90142-24-8,0,False,
C5H6O2,5,6,2,Q82860809,4-Oxo-2-pentenal,CC(=O)C=CC=O,CC(=O)C=CC=O,"InChI=1S/C5H6O2/c1-5(7)3-2-4-6/h2-4H,1H3",5729-47-5,0,False,
C5H8O2,5,8,2,Q82868217,"3-Furancarboxaldehyde, tetrahydro-",O=CC1CCOC1,O=CC1CCOC1,"InChI=1S/C5H8O2/c6-3-5-1-2-7-4-5/h3,5H,1-2,4H2",79710-86-4,0,False,
C5H8O2,5,8,2,Q82908906,"2,4-Dimethyl-2H-1,3-dioxole",CC1=COC(C)O1,CC1=COC(C)O1,"InChI=1S/C5H8O2/c1-4-3-6-5(2)7-4/h3,5H,1-2H3",14738-97-7,0,False,
C5H8O2,5,8,2,Q82908909,"2-Methyl-4-methylidene-1,3-dioxolane",C=C1COC(C)O1,C=C1COC(C)O1,"InChI=1S/C5H8O2/c1-4-3-6-5(2)7-4/h5H,1,3H2,2H3",14738-99-9,0,False,
C5H8O2,5,8,2,Q82913835,4-Hydroxypent-2-enal,CC(O)C=CC=O,CC(O)C=CC=O,"InChI=1S/C5H8O2/c1-5(7)3-2-4-6/h2-5,7H,1H3",16931-17-2,0,False,
C5H8O2,5,8,2,Q82914428,"3,4-Anhydro-1,5-dideoxypent-2-ulose",CC(=O)C1OC1C,CC(=O)C1OC1C,"InChI=1S/C5H8O2/c1-3(6)5-4(2)7-5/h4-5H,1-2H3",17257-79-3,0,False,
C5H6O2,5,6,2,Q82916751,"3,7-Dioxatricyclo[4.1.0.0~2,4~]heptane",C1C2OC2C2OC12,C1C2OC2C2OC12,"InChI=1S/C5H6O2/c1-2-4(6-2)5-3(1)7-5/h2-5H,1H2",187-29-1,0,False,
C5H4O2,5,4,2,Q82917561,"3-Oxatricyclo[3.1.0.0~2,6~]hexan-4-one",O=C1OC2C3C1C23,O=C1OC2C3C1C23,InChI=1S/C5H4O2/c6-5-3-1-2(3)4(1)7-5/h1-4H,19192-82-6,0,False,
C5H4O2,5,4,2,Q82923106,2-Oxabicyclo[2.2.0]hex-5-en-3-one,O=C1OC2C=CC12,O=C1OC2C=CC12,InChI=1S/C5H4O2/c6-5-3-1-2-4(3)7-5/h1-4H,22980-23-0,0,False,
C5H4O2,5,4,2,Q82929713,"Cyclopent-3-ene-1,2-dione",C1C=CC(=O)C1=O,O=C1C=CCC1=O,"InChI=1S/C5H4O2/c6-4-2-1-3-5(4)7/h1-2H,3H2",28750-51-8,0,False,
C5H8O2,5,8,2,Q82938502,2-[(Ethenyloxy)methyl]oxirane,C=COCC1CO1,C=COCC1CO1,"InChI=1S/C5H8O2/c1-2-6-3-5-4-7-5/h2,5H,1,3-4H2",3678-15-7,0,False,
C5H8O2,5,8,2,Q82943311,"cyclopent-4-ene-1,3-diol",C1C(C=CC1O)O,OC1C=CC(O)C1,"InChI=1S/C5H8O2/c6-4-1-2-5(7)3-4/h1-2,4-7H,3H2",4157-01-1,2,False,
C5H6O2,5,6,2,Q82949630,2H-Pyran-6-ol,C1C=CC=C(O1)O,OC1=CC=CCO1,"InChI=1S/C5H6O2/c6-5-3-1-2-4-7-5/h1-3,6H,4H2",52673-62-8,0,False,
C5H8O2,5,8,2,Q82965284,"2-Methyl-2,2'-bioxirane",CC1(C2CO2)CO1,CC1(C2CO2)CO1,"InChI=1S/C5H8O2/c1-5(3-7-5)4-2-6-4/h4H,2-3H2,1H3",6341-85-1,0,False,
C5H6O2,5,6,2,Q82968459,5-Hydroxypent-4-yn-2-one,CC(=O)CC#CO,CC(=O)CC#CO,"InChI=1S/C5H6O2/c1-5(7)3-2-4-6/h6H,3H2,1H3",64011-43-4,0,False,
C5H6O2,5,6,2,Q82980895,5-Hydroxycyclopent-2-en-1-one,O=C1C=CCC1O,O=C1C=CCC1O,"InChI=1S/C5H6O2/c6-4-2-1-3-5(4)7/h1-2,5,7H,3H2",70919-26-5,0,False,
C5H8O2,5,8,2,Q83018740,"Propanedial, dimethyl-",CC(C)(C=O)C=O,CC(C)(C=O)C=O,"InChI=1S/C5H8O2/c1-5(2,3-6)4-7/h3-4H,1-2H3",1185-34-8,0,False,
C5H6O2,5,6,2,Q83051788,"2H-Pyran-2-one, 3,4-dihydro-",C1CC(=O)OC=C1,O=C1CCC=CO1,"InChI=1S/C5H6O2/c6-5-3-1-2-4-7-5/h2,4H,1,3H2",26638-97-1,0,False,
C5H6O2,5,6,2,Q83054115,"1,3-Dioxepin",C1=COCOC=C1,C1=COCOC=C1,"InChI=1S/C5H6O2/c1-2-4-7-5-6-3-1/h1-4H,5H2",291-92-9,0,False,
C5H6O2,5,6,2,Q83062574,3-Pentynoic acid,CC#CCC(=O)O,CC#CCC(=O)O,"InChI=1S/C5H6O2/c1-2-3-4-5(6)7/h4H2,1H3,(H,6,7)",36781-65-4,0,False,
C5H6O2,5,6,2,Q83068954,"1,3-Dioxolane, 4,5-bis(methylene)-",C=C1C(=C)OCO1,C=C1OCOC1=C,InChI=1S/C5H6O2/c1-4-5(2)7-3-6-4/h1-3H2,4362-68-9,0,False,
C5H8O2,5,8,2,Q83075808,"1,3-Dioxepin, 4,7-dihydro-",C1=CCOCOC1,C1=CCOCOC1,"InChI=1S/C5H8O2/c1-2-4-7-5-6-3-1/h1-2H,3-5H2",5417-32-3,0,False,
C5H6O2,5,6,2,Q83078131,Cyclopropaneglyoxylaldehyde,C1CC1C(=O)C=O,O=CC(=O)C1CC1,"InChI=1S/C5H6O2/c6-3-5(7)4-1-2-4/h3-4H,1-2H2",5617-85-6,0,False,
C5H6O2,5,6,2,Q83081304,"2-Cyclopenten-1-one, 3-hydroxy-",C1CC(=O)C=C1O,O=C1C=C(O)CC1,"InChI=1S/C5H6O2/c6-4-1-2-5(7)3-4/h3,6H,1-2H2",5870-62-2,0,False,
C5H8O2,5,8,2,Q83086267,"Pentanal, 3-oxo-",CCC(=O)CC=O,CCC(=O)CC=O,"InChI=1S/C5H8O2/c1-2-5(7)3-4-6/h4H,2-3H2,1H3",623-38-1,0,False,
C5H8O2,5,8,2,Q83102002,"Valeraldehyde, 2-oxo-",CCCC(=O)C=O,CCCC(=O)C=O,"InChI=1S/C5H8O2/c1-2-3-5(7)4-6/h4H,2-3H2,1H3",7332-93-6,0,False,
C5H4O2,5,4,2,Q83121381,2-Methylene-3(2H)-furanone,C=C1C(=O)C=CO1,C=C1OC=CC1=O,"InChI=1S/C5H4O2/c1-4-5(6)2-3-7-4/h2-3H,1H2",92544-22-4,0,False,
C5H8O2,5,8,2,Q104962397,2-methyl-3H-furan-2-ol,OC1(OC=CC1)C,CC1(O)CC=CO1,"InChI=1S/C5H8O2/c1-5(6)3-2-4-7-5/h2,4,6H,3H2,1H3",,0,False,
C5H8O2,5,8,2,Q105281701,(3S)-4-methylideneoxolan-3-ol,OC1C(=C)COC1,C=C1COCC1O,"InChI=1S/C5H8O2/c1-4-2-7-3-5(4)6/h5-6H,1-3H2/t5-/m1/s1",,0,False,
C5H8O2,5,8,2,Q106039758,(3Z)-4-hydroxy-3-penten-2-one,CC(=O)/C=C(/C)O,CC(=O)/C=C(/C)O,"InChI=1S/C5H8O2/c1-4(6)3-5(2)7/h3,6H,1-2H3/b4-3-",,0,False,
C5H8O2,5,8,2,Q115948362,4-Methyloxolan-3-one,O=C1COCC1C,CC1COCC1=O,"InChI=1S/C5H8O2/c1-4-2-7-3-5(4)6/h4H,2-3H2,1H3",,0,False,
C5H8O2,5,8,2,Q120198300,3-methyl-3-butenoic acid,C=C(C)CC(=O)O,C=C(C)CC(=O)O,"InChI=1S/C5H8O2/c1-4(2)3-5(6)7/h1,3H2,2H3,(H,6,7)",,0,False,
C5H8O2,5,8,2,Q135973663,[(Vinyloxy)methoxy]ethene,O(C=C)COC=C,C=COCOC=C,"InChI=1S/C5H8O2/c1-3-6-5-7-4-2/h3-4H,1-2,5H2",111-38-6,0,False,
C5H10O2,5,10,2,Q209433,2-methylbutyric acid,CCC(C)C(=O)O,CCC(C)C(=O)O,"InChI=1S/C5H10O2/c1-3-4(2)5(6)7/h4H,3H2,1-2H3,(H,6,7)",116-53-0,7,True,2-Methylbutanoic acid
C5H10O2,5,10,2,Q407796,valeric acid,CCCCC(=O)O,CCCCC(=O)O,"InChI=1S/C5H10O2/c1-2-3-4-5(6)7/h2-4H2,1H3,(H,6,7)",109-52-4,41,True,Valeric acid
C5H10O2,5,10,2,Q415536,isovaleric acid,CC(C)CC(=O)O,CC(C)CC(=O)O,"InChI=1S/C5H10O2/c1-4(2)3-5(6)7/h4H,3H2,1-2H3,(H,6,7)",503-74-2,24,True,Isovaleric acid
C5H10O2,5,10,2,Q415750,propyl acetate,CCCOC(=O)C,CCCOC(C)=O,"InChI=1S/C5H10O2/c1-3-4-7-5(2)6/h3-4H2,1-2H3",109-60-4,25,True,Propyl acetate
C5H10O2,5,10,2,Q419799,isopropyl acetate,CC(C)OC(=O)C,CC(=O)OC(C)C,"InChI=1S/C5H10O2/c1-4(2)7-5(3)6/h4H,1-3H3",108-21-4,21,True,Isopropyl acetate
C5H10O2,5,10,2,Q420701,methyl butyrate,CCCC(=O)OC,CCCC(=O)OC,"InChI=1S/C5H10O2/c1-3-4-5(6)7-2/h3-4H2,1-2H3",623-42-7,21,True,Methyl butyrate
C5H10O2,5,10,2,Q421509,pivalic acid,CC(C)(C)C(=O)O,CC(C)(C)C(=O)O,"InChI=1S/C5H10O2/c1-5(2,3)4(6)7/h1-3H3,(H,6,7)",75-98-9,24,True,Pivalic acid
C5H4O3,5,4,3,Q2210953,2-furoic acid,C1=COC(=C1)C(=O)O,O=C(O)c1ccco1,"InChI=1S/C5H4O3/c6-5(7)4-2-1-3-8-4/h1-3H,(H,6,7)",88-14-2,14,True,2-Furoic acid
C5H10O2,5,10,2,Q2406741,tetrahydrofurfuryl alcohol,C1CC(OC1)CO,OCC1CCCO1,"InChI=1S/C5H10O2/c6-4-5-2-1-3-7-5/h5-6H,1-4H2",97-99-4,8,True,Tetrahydrofurfuryl alcohol
C5H10O2,5,10,2,Q2740687,ethyl propionate,CCC(=O)OCC,CCOC(=O)CC,"InChI=1S/C5H10O2/c1-3-5(6)7-4-2/h3-4H2,1-2H3",105-37-3,19,True,Ethyl propionate
C5H10O2,5,10,2,Q5238768,tert-butyl formate,CC(C)(C)OC=O,CC(C)(C)OC=O,"InChI=1S/C5H10O2/c1-5(2,3)7-4-6/h4H,1-3H3",762-75-4,10,True,Tert-Butyl formate
C5H10O2,5,10,2,Q6085377,isobutyl formate,CC(C)COC=O,CC(C)COC=O,"InChI=1S/C5H10O2/c1-5(2)3-7-4-6/h4-5H,3H2,1-2H3",542-55-2,11,True,Isobutyl formate
C5H4O3,5,4,3,Q15726050,itaconic anhydride,C=C1CC(=O)OC1=O,C=C1CC(=O)OC1=O,InChI=1S/C5H4O3/c1-3-2-4(6)8-5(3)7/h1-2H2,2170-03-8,4,True,Itaconic anhydride
C5H10O2,5,10,2,Q27143856,methyl isobutyrate,CC(C)C(=O)OC,COC(=O)C(C)C,"InChI=1S/C5H10O2/c1-4(2)5(6)7-3/h4H,1-3H3",547-63-7,6,True,Methyl isobutyrate
C5H10O2,5,10,2,Q27264584,"3-hydroxy-2,2-dimethylpropanal",CC(C)(CO)C=O,CC(C)(C=O)CO,"InChI=1S/C5H10O2/c1-5(2,3-6)4-7/h3,7H,4H2,1-2H3",597-31-9,4,True,Hydroxypivaldehyde
C5H10O2,5,10,2,Q734815,butyl formate,CCCCOC=O,CCCCOC=O,"InChI=1S/C5H10O2/c1-2-3-4-7-5-6/h5H,2-4H2,1H3",592-84-7,7,False,
C5H10O2,5,10,2,Q9357475,3-acetyl-1-propanol,CC(=O)CCCO,CC(=O)CCCO,"InChI=1S/C5H10O2/c1-5(7)3-2-4-6/h6H,2-4H2,1H3",1071-73-4,1,False,
C5H10O2,5,10,2,Q19759739,"1,3-dioxepane",C1CCOCOC1,C1CCOCOC1,InChI=1S/C5H10O2/c1-2-4-7-5-6-3-1/h1-5H2,505-65-7,2,False,
C5H4O3,5,4,3,Q21045227,furan-3-carboxylic acid,C1=COC=C1C(=O)O,O=C(O)c1ccoc1,"InChI=1S/C5H4O3/c6-5(7)4-1-2-8-3-4/h1-3H,(H,6,7)",488-93-7,2,False,
C5H4O3,5,4,3,Q26840748,citraconic anhydride,CC1=CC(=O)OC1=O,CC1=CC(=O)OC1=O,"InChI=1S/C5H4O3/c1-3-2-4(6)8-5(3)7/h2H,1H3",616-02-4,0,False,
C5H10O2,5,10,2,Q27161662,1-Hydroxy-2-pentanone,CCCC(=O)CO,CCCC(=O)CO,"InChI=1S/C5H10O2/c1-2-3-5(7)4-6/h6H,2-4H2,1H3",64502-89-2,0,False,
C5H10O2,5,10,2,Q27253178,"2,2-dimethyl-1-methoxyethylene oxide",CC1(C(O1)OC)C,COC1OC1(C)C,"InChI=1S/C5H10O2/c1-5(2)4(6-3)7-5/h4H,1-3H3",26196-04-3,0,False,
C5H10O2,5,10,2,Q27263120,2-methoxyethyl vinyl ether,COCCOC=C,C=COCCOC,"InChI=1S/C5H10O2/c1-3-7-5-4-6-2/h3H,1,4-5H2,2H3",1663-35-0,0,False,
C5H4O3,5,4,3,Q27270604,3-hydroxy-4H-pyran-4-one,C1=COC=C(C1=O)O,O=c1ccocc1O,"InChI=1S/C5H4O3/c6-4-1-2-8-3-5(4)7/h1-3,7H",496-63-9,0,False,
C5H10O2,5,10,2,Q27274812,3-hydroxy-2-pentanone,CCC(C(=O)C)O,CCC(O)C(C)=O,"InChI=1S/C5H10O2/c1-3-5(7)4(2)6/h5,7H,3H2,1-2H3",3142-66-3,0,False,
C5H10O2,5,10,2,Q27280665,"2,4-dimethyl-1,3-dioxolane",CC1COC(O1)C,CC1COC(C)O1,"InChI=1S/C5H10O2/c1-4-3-6-5(2)7-4/h4-5H,3H2,1-2H3",3390-12-3,0,False,
C5H10O2,5,10,2,Q27295872,ethyl glycidyl ether,CCOCC1CO1,CCOCC1CO1,"InChI=1S/C5H10O2/c1-2-6-3-5-4-7-5/h5H,2-4H2,1H3",4016-11-9,1,False,
C5H10O2,5,10,2,Q27451766,"(1R,2S)-cyclopentane-1,2-diol",C1CC(C(C1)O)O,OC1CCCC1O,"InChI=1S/C5H10O2/c6-4-2-1-3-5(4)7/h4-7H,1-3H2/t4-,5+",5057-98-7,0,False,
C5H10O2,5,10,2,Q27456491,"(2Z)-2-methylbut-2-ene-1,4-diol",CC(=CCO)CO,CC(=CCO)CO,"InChI=1S/C5H10O2/c1-5(4-7)2-3-6/h2,6-7H,3-4H2,1H3/b5-2-",,0,False,
C5H10O2,5,10,2,Q27460635,5-hydroxypentanal,C(CCO)CC=O,O=CCCCCO,"InChI=1S/C5H10O2/c6-4-2-1-3-5-7/h4,7H,1-3,5H2",4221-03-8,1,False,
C5H10O2,5,10,2,Q27896790,ethylene glycol allyl ether,C=CCOCCO,C=CCOCCO,"InChI=1S/C5H10O2/c1-2-4-7-5-3-6/h2,6H,1,3-5H2",111-45-5,0,False,
C5H10O2,5,10,2,Q57513424,"1,1-Bis(hydroxymethyl)cyclopropane",C1CC1(CO)CO,OCC1(CO)CC1,"InChI=1S/C5H10O2/c6-3-5(4-7)1-2-5/h6-7H,1-4H2",39590-81-3,2,False,
C5H10O2,5,10,2,Q60240552,sec-butyl formate,O=COC(C)CC,CCC(C)OC=O,"InChI=1S/C5H10O2/c1-3-5(2)7-4-6/h4-5H,3H2,1-2H3",589-40-2,3,False,
C5H10O2,5,10,2,Q72436413,Acrolein dimethyl acetal,COC(C=C)OC,C=CC(OC)OC,"InChI=1S/C5H10O2/c1-4-5(6-2)7-3/h4-5H,1H2,2-3H3",6044-68-4,0,False,
C5H10O2,5,10,2,Q72460324,"1,3-cyclopentanediol",OC1CCC(O)C1,OC1CCC(O)C1,"InChI=1S/C5H10O2/c6-4-1-2-5(7)3-4/h4-7H,1-3H2",59719-74-3,1,False,
C5H10O2,5,10,2,Q72469842,"2,2-Dimethyl-1,3-dioxolane",CC1(OCCO1)C,CC1(C)OCCO1,"InChI=1S/C5H10O2/c1-5(2)6-3-4-7-5/h3-4H2,1-2H3",2916-31-6,0,False,
C5H4O3,5,4,3,Q72481657,3-Hydroxy-2-pyrone,C1=COC(=O)C(=C1)O,O=c1occcc1O,"InChI=1S/C5H4O3/c6-4-2-1-3-8-5(4)7/h1-3,6H",496-64-0,0,False,
C5H10O2,5,10,2,Q72485146,3-hydroxy-3-methyl-2-butanone,CC(=O)C(C)(C)O,CC(=O)C(C)(C)O,"InChI=1S/C5H10O2/c1-4(6)5(2,3)7/h7H,1-3H3",115-22-0,0,False,
C5H10O2,5,10,2,Q72489406,4-Methoxy-2-butanone,CC(=O)CCOC,COCCC(C)=O,"InChI=1S/C5H10O2/c1-5(6)3-4-7-2/h3-4H2,1-2H3",6975-85-5,0,False,
C5H10O2,5,10,2,Q72489848,2-(1-Methoxyethyl)oxirane,COC(C)C1CO1,COC(C)C1CO1,"InChI=1S/C5H10O2/c1-4(6-2)5-3-7-5/h4-5H,3H2,1-2H3",143587-91-1,0,False,
C5H10O2,5,10,2,Q72494102,3-Methyl-3-oxetanemethanol,CC1(COC1)CO,CC1(CO)COC1,"InChI=1S/C5H10O2/c1-5(2-6)3-7-4-5/h6H,2-4H2,1H3",3143-02-0,0,False,
C5H4O3,5,4,3,Q72498158,"3-Oxabicyclo[3.1.0]hexane-2,4-dione",O=C1OC(=O)C2CC12,O=C1OC(=O)C2CC12,"InChI=1S/C5H4O3/c6-4-2-1-3(2)5(7)8-4/h2-3H,1H2",5617-74-3,0,False,
C5H10O2,5,10,2,Q72498378,3-Oxetaneethanol,C1C(CO1)CCO,OCCC1COC1,"InChI=1S/C5H10O2/c6-2-1-5-3-7-4-5/h5-6H,1-4H2",251922-46-0,0,False,
C5H10O2,5,10,2,Q72505569,Tetrahydro-3-furanmethanol,OCC1CCOC1,OCC1CCOC1,"InChI=1S/C5H10O2/c6-3-5-1-2-7-4-5/h5-6H,1-4H2",15833-61-1,0,False,
C5H10O2,5,10,2,Q72506608,Tetrahydro-4-pyranol,C1COCCC1O,OC1CCOCC1,"InChI=1S/C5H10O2/c6-5-1-3-7-4-2-5/h5-6H,1-4H2",2081-44-9,0,False,
C5H10O2,5,10,2,Q72506612,Tetrahydropyran-3-ol,OC1CCCOC1,OC1CCCOC1,"InChI=1S/C5H10O2/c6-5-2-1-3-7-4-5/h5-6H,1-4H2",19752-84-2,0,False,
C5H10O2,5,10,2,Q76100460,(2S)-oxan-2-ol,OC1CCCCO1,OC1CCCCO1,"InChI=1S/C5H10O2/c6-5-3-1-2-4-7-5/h5-6H,1-4H2/t5-/m0/s1",,0,False,
C5H10O2,5,10,2,Q76416155,(E)-1-ethoxyprop-1-en-1-ol,C/C=C(\O)OCC,C/C=C(\O)OCC,"InChI=1S/C5H10O2/c1-3-5(6)7-4-2/h3,6H,4H2,1-2H3/b5-3+",,0,False,
C5H10O2,5,10,2,Q82009379,2-ethoxypropanal,CCOC(C)C=O,CCOC(C)C=O,"InChI=1S/C5H10O2/c1-3-7-5(2)4-6/h4-5H,3H2,1-2H3",5393-69-1,0,False,
