formula,nC,nH,nO,wikidata_id,wikidata_name,smiles,canon_smiles,inchi,cas,sitelinks,on_enwiki,enwiki_title
C5H10O2,5,10,2,Q82026943,"Cyclobutanemethanol, 1-hydroxy-",C1CC(C1)(CO)O,OCC1(O)CCC1,"InChI=1S/C5H10O2/c6-4-5(7)2-1-3-5/h6-7H,1-4H2",6970-72-5,0,False,
C5H10O2,5,10,2,Q82059888,3-methoxy-2-methylpropanal,COCC(C)C=O,COCC(C)C=O,"InChI=1S/C5H10O2/c1-5(3-6)4-7-2/h3,5H,4H2,1-2H3",13141-08-7,0,False,
C5H10O2,5,10,2,Q82100826,"1-Propene, 2,3-dimethoxy-",COCC(=C)OC,C=C(COC)OC,"InChI=1S/C5H10O2/c1-5(7-3)4-6-2/h1,4H2,2-3H3",61860-67-1,0,False,
C5H10O2,5,10,2,Q82105787,4-Hydroxy-3-methylbutanal,CC(CO)CC=O,CC(CO)CC=O,"InChI=1S/C5H10O2/c1-5(4-7)2-3-6/h3,5,7H,2,4H2,1H3",56805-34-6,0,False,
C5H10O2,5,10,2,Q82107433,"Oxirane, 3-hydroxypropyl-",OCCCC1CO1,OCCCC1CO1,"InChI=1S/C5H10O2/c6-3-1-2-5-4-7-5/h5-6H,1-4H2",21915-56-0,0,False,
C5H4O3,5,4,3,Q82111928,"2H-Pyran-2,6(3H)-dione",C1C=CC(=O)OC1=O,O=C1C=CCC(=O)O1,"InChI=1S/C5H4O3/c6-4-2-1-3-5(7)8-4/h1-2H,3H2",5926-95-4,0,False,
C5H10O2,5,10,2,Q82157727,2-METHOXY-3-BUTEN-1-OL,C=CC(CO)OC,C=CC(CO)OC,"InChI=1S/C5H10O2/c1-3-5(4-6)7-2/h3,5-6H,1,4H2,2H3",18231-00-0,0,False,
C5H10O2,5,10,2,Q82199460,(2-methyloxetan-2-yl)methanol,CC1(CO)CCO1,CC1(CO)CCO1,"InChI=1S/C5H10O2/c1-5(4-6)2-3-7-5/h6H,2-4H2,1H3",61266-71-5,0,False,
C5H10O2,5,10,2,Q82206709,"1-Propanol, 3-(ethenyloxy)-",C=COCCCO,C=COCCCO,"InChI=1S/C5H10O2/c1-2-7-5-3-4-6/h2,6H,1,3-5H2",6118-22-5,0,False,
C5H10O2,5,10,2,Q82244382,3-METHYLTETRAHYDROFURAN-3-OL,CC1(O)CCOC1,CC1(O)CCOC1,"InChI=1S/C5H10O2/c1-5(6)2-3-7-4-5/h6H,2-4H2,1H3",64360-69-6,0,False,
C5H4O3,5,4,3,Q82246150,"2H-PYRAN-3,4-DIONE",C1C(=O)C(=O)C=CO1,O=C1C=COCC1=O,"InChI=1S/C5H4O3/c6-4-1-2-8-3-5(4)7/h1-2H,3H2",76031-43-1,0,False,
C5H10O2,5,10,2,Q82250572,METHOXYMETHYL ALLYL ETHER,COCOCC=C,C=CCOCOC,"InChI=1S/C5H10O2/c1-3-4-7-5-6-2/h3H,1,4-5H2,2H3",62322-45-6,0,False,
C5H10O2,5,10,2,Q82251354,"(1S)-1-CYCLOPROPYL-1,2-ETHANEDIOL",OCC(O)C1CC1,OCC(O)C1CC1,"InChI=1S/C5H10O2/c6-3-5(7)4-1-2-4/h4-7H,1-3H2/t5-/m1/s1",615251-45-1,0,False,
C5H4O3,5,4,3,Q82251642,"2H-PYRAN-2,4(3H)-DIONE",C1C(=O)C=COC1=O,O=C1C=COC(=O)C1,"InChI=1S/C5H4O3/c6-4-1-2-8-5(7)3-4/h1-2H,3H2",31470-16-3,0,False,
C5H10O2,5,10,2,Q82252061,"1,3-Dioxolane, 4,4-dimethyl-",CC1(COCO1)C,CC1(C)COCO1,"InChI=1S/C5H10O2/c1-5(2)3-6-4-7-5/h3-4H2,1-2H3",13372-33-3,0,False,
C5H10O2,5,10,2,Q82253300,"Oxiraneethanol, 2-methyl-",CC1(CCO)CO1,CC1(CCO)CO1,"InChI=1S/C5H10O2/c1-5(2-3-6)4-7-5/h6H,2-4H2,1H3",59954-67-5,0,False,
C5H10O2,5,10,2,Q82268860,"Butanal, 3-hydroxy-2-methyl-",CC(O)C(C)C=O,CC(O)C(C)C=O,"InChI=1S/C5H10O2/c1-4(3-6)5(2)7/h3-5,7H,1-2H3",99506-67-9,0,False,
C5H10O2,5,10,2,Q82269471,1-ethoxycyclopropanol,CCOC1(CC1)O,CCOC1(O)CC1,"InChI=1S/C5H10O2/c1-2-7-5(6)3-4-5/h6H,2-4H2,1H3",13837-45-1,0,False,
C5H10O2,5,10,2,Q82271008,4s-hydroxypentan-2-one,CC(=O)CC(C)O,CC(=O)CC(C)O,"InChI=1S/C5H10O2/c1-4(6)3-5(2)7/h4,6H,3H2,1-2H3/t4-/m0/s1",73836-68-7,0,False,
C5H10O2,5,10,2,Q82271622,"2-Furanol, tetrahydro-4-methyl-",CC1COC(O)C1,CC1COC(O)C1,"InChI=1S/C5H10O2/c1-4-2-5(6)7-3-4/h4-6H,2-3H2,1H3",34314-85-7,0,False,
C5H10O2,5,10,2,Q82292381,"2-methylene-butane-1,4-diol",C=C(CCO)CO,C=C(CO)CCO,"InChI=1S/C5H10O2/c1-5(4-7)2-3-6/h6-7H,1-4H2",55881-94-2,0,False,
C5H10O2,5,10,2,Q82300745,"1-Propene, 1,1-dimethoxy-",CC=C(OC)OC,CC=C(OC)OC,"InChI=1S/C5H10O2/c1-4-5(6-2)7-3/h4H,1-3H3",5634-52-6,0,False,
C5H10O2,5,10,2,Q82301773,"Hydroperoxide, 1,1-dimethyl-2-propenyl",CC(C)(C=C)OO,C=CC(C)(C)OO,"InChI=1S/C5H10O2/c1-4-5(2,3)7-6/h4,6H,1H2,2-3H3",15315-30-7,0,False,
C5H10O2,5,10,2,Q82306810,2-cyclopropoxyethanol,C1CC1OCCO,OCCOC1CC1,"InChI=1S/C5H10O2/c6-3-4-7-5-1-2-5/h5-6H,1-4H2",20117-44-6,0,False,
C5H10O2,5,10,2,Q82309012,"3-Butene-1,2-diol, 2-methyl-, (2S)-",C=CC(C)(O)CO,C=CC(C)(O)CO,"InChI=1S/C5H10O2/c1-3-5(2,7)4-6/h3,6-7H,1,4H2,2H3/t5-/m0/s1",86777-87-9,0,False,
C5H10O2,5,10,2,Q82309670,2-(methoxymethyl)-2-methyloxirane,COCC1(C)CO1,COCC1(C)CO1,"InChI=1S/C5H10O2/c1-5(3-6-2)4-7-5/h3-4H2,1-2H3",37459-10-2,0,False,
C5H10O2,5,10,2,Q82343945,2-Ethoxyprop-2-en-1-ol,CCOC(=C)CO,C=C(CO)OCC,"InChI=1S/C5H10O2/c1-3-7-5(2)4-6/h6H,2-4H2,1H3",62861-55-6,0,False,
C5H10O2,5,10,2,Q82352207,3-Methoxybutan-2-one,COC(C)C(C)=O,COC(C)C(C)=O,"InChI=1S/C5H10O2/c1-4(6)5(2)7-3/h5H,1-3H3",17742-05-1,0,False,
C5H10O2,5,10,2,Q82354724,1-Ethoxypropan-2-one,CCOCC(=O)C,CCOCC(C)=O,"InChI=1S/C5H10O2/c1-3-7-4-5(2)6/h3-4H2,1-2H3",14869-34-2,0,False,
C5H10O2,5,10,2,Q82358085,"2,5-Anhydro-1,4-dideoxy-D-erythro-pentitol",CC1OCCC1O,CC1OCCC1O,"InChI=1S/C5H10O2/c1-4-5(6)2-3-7-4/h4-6H,2-3H2,1H3/t4-,5+/m0/s1",20086-88-8,0,False,
C5H10O2,5,10,2,Q82360916,[(Propan-2-yl)oxy]acetaldehyde,CC(C)OCC=O,CC(C)OCC=O,"InChI=1S/C5H10O2/c1-5(2)7-4-3-6/h3,5H,4H2,1-2H3",77342-92-8,0,False,
C5H10O2,5,10,2,Q82373712,"3-Ethyl-3-methyl-1,2-dioxetane",CCC1(C)COO1,CCC1(C)COO1,"InChI=1S/C5H10O2/c1-3-5(2)4-6-7-5/h3-4H2,1-2H3",86954-68-9,0,False,
C5H10O2,5,10,2,Q82417510,Diethyldioxirane,CCC1(OO1)CC,CCC1(CC)OO1,"InChI=1S/C5H10O2/c1-3-5(4-2)6-7-5/h3-4H2,1-2H3",96964-32-8,0,False,
C5H10O2,5,10,2,Q82421863,"2-Methyl-1,4-dioxane",CC1COCCO1,CC1COCCO1,"InChI=1S/C5H10O2/c1-5-4-6-2-3-7-5/h5H,2-4H2,1H3",16279-34-8,0,False,
C5H10O2,5,10,2,Q82428683,2-Methoxybutanal,CCC(C=O)OC,CCC(C=O)OC,"InChI=1S/C5H10O2/c1-3-5(4-6)7-2/h4-5H,3H2,1-2H3",84952-69-2,0,False,
C5H10O2,5,10,2,Q82432980,Cyclopentaneperoxol,C1CCC(C1)OO,OOC1CCCC1,"InChI=1S/C5H10O2/c6-7-5-3-1-2-4-5/h5-6H,1-4H2",39852-66-9,0,False,
C5H4O3,5,4,3,Q82435515,2-(Oxomethylidene)but-3-enoic acid,C=CC(=C=O)C(=O)O,C=CC(=C=O)C(=O)O,"InChI=1S/C5H4O3/c1-2-4(3-6)5(7)8/h2H,1H2,(H,7,8)",106007-69-6,0,False,
C5H10O2,5,10,2,Q82436146,3-(Hydroxymethyl)cyclobutan-1-ol,OCC1CC(O)C1,OCC1CC(O)C1,"InChI=1S/C5H10O2/c6-3-4-1-5(7)2-4/h4-7H,1-3H2",112623-19-5,0,False,
C5H10O2,5,10,2,Q82446950,"Pent-4-ene-2,3-diol",C=CC(O)C(C)O,C=CC(O)C(C)O,"InChI=1S/C5H10O2/c1-3-5(7)4(2)6/h3-7H,1H2,2H3",62084-18-8,0,False,
C5H10O2,5,10,2,Q82449642,"2-Methylidenebutane-1,3-diol",C=C(CO)C(C)O,C=C(CO)C(C)O,"InChI=1S/C5H10O2/c1-4(3-6)5(2)7/h5-7H,1,3H2,2H3",99810-66-9,0,False,
C5H10O2,5,10,2,Q82452718,3-Methyl-3-(propan-2-yl)dioxirane,CC(C)C1(OO1)C,CC(C)C1(C)OO1,"InChI=1S/C5H10O2/c1-4(2)5(3)6-7-5/h4H,1-3H3",138629-57-9,0,False,
C5H4O3,5,4,3,Q82467435,"3-Methoxycyclobut-3-ene-1,2-dione",COC1=CC(=O)C1=O,COc1cc(=O)c1=O,"InChI=1S/C5H4O3/c1-8-4-2-3(6)5(4)7/h2H,1H3",61699-46-5,0,False,
C5H10O2,5,10,2,Q82485139,"Cyclopentane-1,1-diol",C1CCC(C1)(O)O,OC1(O)CCCC1,"InChI=1S/C5H10O2/c6-5(7)3-1-2-4-5/h6-7H,1-4H2",108653-06-1,0,False,
C5H4O3,5,4,3,Q82487637,2-Oxopent-3-ynoic acid,CC#CC(=O)C(=O)O,CC#CC(=O)C(=O)O,"InChI=1S/C5H4O3/c1-2-3-4(6)5(7)8/h1H3,(H,7,8)",191847-22-0,0,False,
C5H4O3,5,4,3,Q82493214,"Cyclopentane-1,2,3-trione",C1CC(=O)C(=O)C1=O,O=C1CCC(=O)C1=O,InChI=1S/C5H4O3/c6-3-1-2-4(7)5(3)8/h1-2H2,3613-64-7,0,False,
C5H10O2,5,10,2,Q82497357,4-Hydroxy-2-methylbutanal,CC(C=O)CCO,CC(C=O)CCO,"InChI=1S/C5H10O2/c1-5(4-7)2-3-6/h4-6H,2-3H2,1H3",22073-05-8,0,False,
C5H10O2,5,10,2,Q82499304,"2-Ethenylpropane-1,3-diol",C=CC(CO)CO,C=CC(CO)CO,"InChI=1S/C5H10O2/c1-2-5(3-6)4-7/h2,5-7H,1,3-4H2",922167-76-8,0,False,
C5H10O2,5,10,2,Q82501249,2-Methoxy-2-methylpropanal,CC(C)(C=O)OC,COC(C)(C)C=O,"InChI=1S/C5H10O2/c1-5(2,4-6)7-3/h4H,1-3H3",36133-35-4,0,False,
C5H10O2,5,10,2,Q82513970,2-Ethoxyoxetane,CCOC1CCO1,CCOC1CCO1,"InChI=1S/C5H10O2/c1-2-6-5-3-4-7-5/h5H,2-4H2,1H3",62701-34-2,0,False,
C5H10O2,5,10,2,Q82640432,2-[(Prop-1-en-1-yl)oxy]ethan-1-ol,CC=COCCO,CC=COCCO,"InChI=1S/C5H10O2/c1-2-4-7-5-3-6/h2,4,6H,3,5H2,1H3",161014-94-4,0,False,
C5H10O2,5,10,2,Q82641950,4-Methoxybut-3-en-1-ol,COC=CCCO,COC=CCCO,"InChI=1S/C5H10O2/c1-7-5-3-2-4-6/h3,5-6H,2,4H2,1H3",67449-98-3,0,False,
C5H10O2,5,10,2,Q82642203,4-Methoxybut-2-en-1-ol,COCC=CCO,COCC=CCO,"InChI=1S/C5H10O2/c1-7-5-3-2-4-6/h2-3,6H,4-5H2,1H3",22427-04-9,0,False,
C5H10O2,5,10,2,Q82644392,"Pent-2-ene-1,4-diol",CC(O)C=CCO,CC(O)C=CCO,"InChI=1S/C5H10O2/c1-5(7)3-2-4-6/h2-3,5-7H,4H2,1H3",6117-82-4,0,False,
C5H10O2,5,10,2,Q82645358,"pent-3-ene-1,2-diol",CC=CC(O)CO,CC=CC(O)CO,"InChI=1S/C5H10O2/c1-2-3-5(7)4-6/h2-3,5-7H,4H2,1H3",62946-61-6,0,False,
C5H10O2,5,10,2,Q82647806,"pent-2-ene-1,5-diol",OCC=CCCO,OCC=CCCO,"InChI=1S/C5H10O2/c6-4-2-1-3-5-7/h1-2,6-7H,3-5H2",27354-43-4,0,False,
C5H4O3,5,4,3,Q82665087,"2H-Furo[2,3-d][1,3]dioxole",C1OC2=C(O1)OC=C2,c1cc2c(o1)OCO2,"InChI=1S/C5H4O3/c1-2-6-5-4(1)7-3-8-5/h1-2H,3H2",18530-81-9,0,False,
C5H4O3,5,4,3,Q82683792,"4-Ethenyl-2H-1,3-dioxol-2-one",C=CC1=COC(=O)O1,C=Cc1coc(=O)o1,"InChI=1S/C5H4O3/c1-2-4-3-7-5(6)8-4/h2-3H,1H2",866552-04-7,0,False,
C5H10O2,5,10,2,Q82697374,"2-Methylidenebutane-1,1-diol",CCC(=C)C(O)O,C=C(CC)C(O)O,"InChI=1S/C5H10O2/c1-3-4(2)5(6)7/h5-7H,2-3H2,1H3",88448-44-6,0,False,
C5H10O2,5,10,2,Q82737566,"(4S,5S)-4,5-Dimethyl-1,3-dioxolane",CC1OCOC1C,CC1OCOC1C,"InChI=1S/C5H10O2/c1-4-5(2)7-3-6-4/h4-5H,3H2,1-2H3/t4-,5-/m0/s1",17226-22-1,0,False,
C5H10O2,5,10,2,Q82865819,"Butanal, 2-hydroxy-3-methyl-",CC(C)C(O)C=O,CC(C)C(O)C=O,"InChI=1S/C5H10O2/c1-4(2)5(7)3-6/h3-5,7H,1-2H3",67755-97-9,0,False,
C5H10O2,5,10,2,Q82903404,2-Methoxyoxolane,COC1CCCO1,COC1CCCO1,"InChI=1S/C5H10O2/c1-6-5-3-2-4-7-5/h5H,2-4H2,1H3",13436-45-8,0,False,
C5H10O2,5,10,2,Q82916491,"(3,3-Dimethyloxiran-2-yl)methanol",CC1(C)OC1CO,CC1(C)OC1CO,"InChI=1S/C5H10O2/c1-5(2)4(3-6)7-5/h4,6H,3H2,1-2H3",18511-56-3,0,False,
C5H10O2,5,10,2,Q82928926,3-Ethoxypropanal,CCOCCC=O,CCOCCC=O,"InChI=1S/C5H10O2/c1-2-7-5-3-4-6/h4H,2-3,5H2,1H3",2806-85-1,0,False,
C5H4O3,5,4,3,Q82930716,"3-Hydroxy-4-methylcyclobut-3-ene-1,2-dione",CC1=C(C(=O)C1=O)O,Cc1c(O)c(=O)c1=O,"InChI=1S/C5H4O3/c1-2-3(6)5(8)4(2)7/h6H,1H3",29769-75-3,0,False,
C5H10O2,5,10,2,Q82930854,4-Methyloxolan-3-ol,CC1COCC1O,CC1COCC1O,"InChI=1S/C5H10O2/c1-4-2-7-3-5(4)6/h4-6H,2-3H2,1H3",29848-42-8,0,False,
C5H10O2,5,10,2,Q82930856,"2,5-Anhydro-1,3-dideoxypentitol",CC1CC(O)CO1,CC1CC(O)CO1,"InChI=1S/C5H10O2/c1-4-2-5(6)3-7-4/h4-6H,2-3H2,1H3",29848-43-9,0,False,
C5H10O2,5,10,2,Q82930949,"4-Ethyl-1,3-dioxolane",CCC1COCO1,CCC1COCO1,"InChI=1S/C5H10O2/c1-2-5-3-6-4-7-5/h5H,2-4H2,1H3",29921-38-8,0,False,
C5H10O2,5,10,2,Q82940213,"3-Methylbut-3-ene-1,2-diol",C=C(C)C(O)CO,C=C(C)C(O)CO,"InChI=1S/C5H10O2/c1-4(2)5(7)3-6/h5-7H,1,3H2,2H3",38585-87-4,0,False,
C5H10O2,5,10,2,Q82945077,4-Hydroxypentanal,CC(O)CCC=O,CC(O)CCC=O,"InChI=1S/C5H10O2/c1-5(7)3-2-4-6/h4-5,7H,2-3H2,1H3",44601-24-3,0,False,
C5H10O2,5,10,2,Q82984813,2-Methyloxolan-2-ol,CC1(O)CCCO1,CC1(O)CCCO1,"InChI=1S/C5H10O2/c1-5(6)3-2-4-7-5/h6H,2-4H2,1H3",7326-46-7,0,False,
C5H4O3,5,4,3,Q83022583,5-Oxo-2H-furan-3-carbaldehyde,C1C(=CC(=O)O1)C=O,O=CC1=CC(=O)OC1,"InChI=1S/C5H4O3/c6-2-4-1-5(7)8-3-4/h1-2H,3H2",125973-97-9,0,False,
C5H2O3,5,2,3,Q83035143,"Cyclopent-4-ene-1,2,3-trione",C1=CC(=O)C(=O)C1=O,O=c1ccc(=O)c1=O,InChI=1S/C5H2O3/c6-3-1-2-4(7)5(3)8/h1-2H,15548-56-8,0,False,
C5H4O3,5,4,3,Q83035616,"1,2,4-Cyclopentanetrione",C1C(=O)CC(=O)C1=O,O=C1CC(=O)C(=O)C1,InChI=1S/C5H4O3/c6-3-1-4(7)5(8)2-3/h1-2H2,15849-14-6,0,False,
C5H10O2,5,10,2,Q83050903,"2-Ethyl-1,3-dioxolane",CCC1OCCO1,CCC1OCCO1,"InChI=1S/C5H10O2/c1-2-5-6-3-4-7-5/h5H,2-4H2,1H3",2568-96-9,0,False,
C5H10O2,5,10,2,Q83062823,1-Hydroxy-3-methyl-2-butanone,CC(C)C(=O)CO,CC(C)C(=O)CO,"InChI=1S/C5H10O2/c1-4(2)5(7)3-6/h4,6H,3H2,1-2H3",36960-22-2,0,False,
C5H10O2,5,10,2,Q83071282,"1,2-dioxepane",C1CCOOCC1,C1CCOOCC1,InChI=1S/C5H10O2/c1-2-4-6-7-5-3-1/h1-5H2,505-63-5,0,False,
C5H4O3,5,4,3,Q83071479,4-Hydroxypyran-2-one,C1=COC(=O)C=C1O,O=c1cc(O)cco1,"InChI=1S/C5H4O3/c6-4-1-2-8-5(7)3-4/h1-3,6H",50607-32-4,0,False,
C5H4O3,5,4,3,Q83086430,"1,3-Dioxolan-2-one, 4,5-bis(methylene)-",C=C1C(=C)OC(=O)O1,C=c1oc(=O)oc1=C,InChI=1S/C5H4O3/c1-3-4(2)8-5(6)7-3/h1-2H2,62458-20-2,0,False,
C5H10O2,5,10,2,Q83086611,"1,3-Dioxane, 2-methyl-",CC1OCCCO1,CC1OCCCO1,"InChI=1S/C5H10O2/c1-5-6-3-2-4-7-5/h5H,2-4H2,1H3",626-68-6,0,False,
C5H4O3,5,4,3,Q104254058,5-hydroxyfuran-2-carbaldehyde,O=CC=1OC(O)=CC1,O=Cc1ccc(O)o1,"InChI=1S/C5H4O3/c6-3-4-1-2-5(7)8-4/h1-3,7H",,0,False,
C5H10O2,5,10,2,Q105224221,(2S)-2-hydroxypentan-3-one,O=C(CC)C(O)C,CCC(=O)C(C)O,"InChI=1S/C5H10O2/c1-3-5(7)4(2)6/h4,6H,3H2,1-2H3/t4-/m0/s1",,0,False,
C5H4O3,5,4,3,Q106039193,"2-oxopenta-3,4-dienoic acid",C=C=CC(=O)C(=O)O,C=C=CC(=O)C(=O)O,"InChI=1S/C5H4O3/c1-2-3-4(6)5(7)8/h3H,1H2,(H,7,8)",,0,False,
C5H10O2,5,10,2,Q106045227,4-Hydroxy-3-methyl-2-butanone,CC(=O)C(C)CO,CC(=O)C(C)CO,"InChI=1S/C5H10O2/c1-4(3-6)5(2)7/h4,6H,3H2,1-2H3",3393-64-4,0,False,
C5H4O3,5,4,3,Q110076585,"2,3-dihydroxycyclopenta-2,4-dien-1-one",O=C1C=CC(O)=C1O,O=C1C=CC(O)=C1O,"InChI=1S/C5H4O3/c6-3-1-2-4(7)5(3)8/h1-2H,(H2,6,7,8)",124902-00-7,0,False,
C5H4O3,5,4,3,Q115946619,"5,6-Dihydropyran-2,5-dione",O=C1OCC(=O)C=C1,O=C1C=CC(=O)OC1,"InChI=1S/C5H4O3/c6-4-1-2-5(7)8-3-4/h1-2H,3H2",,0,False,
C5H10O2,5,10,2,Q134089045,Propoxyacetaldehyde,O=CCOCCC,CCCOCC=O,"InChI=1S/C5H10O2/c1-2-4-7-5-3-6/h3H,2,4-5H2,1H3",67365-39-3,0,False,
C5H10O2,5,10,2,Q134089054,3-methoxybutanal,O=CCC(OC)C,COC(C)CC=O,"InChI=1S/C5H10O2/c1-5(7-2)3-4-6/h4-5H,3H2,1-2H3",5281-76-5,0,False,
C5H6O3,5,6,3,Q72516362,"4-Vinyl-1,3-dioxolan-2-one",C=CC1COC(=O)O1,C=CC1COC(=O)O1,"InChI=1S/C5H6O3/c1-2-4-3-7-5(6)8-4/h2,4H,1,3H2",4427-96-7,0,False,
C5H10O3,5,10,3,Q2823214,(RS)-3-hydroxyvaleric acid,CCC(CC(=O)O)O,CCC(O)CC(=O)O,"InChI=1S/C5H10O3/c1-2-4(6)3-5(7)8/h4,6H,2-3H2,1H3,(H,7,8)",10237-77-1,9,True,3-Hydroxyvaleric acid
C5H8O3,5,8,3,Q72485205,(S)-5-Hydroxymethyldihydrofuran-2-one,O=C1OC(CO)CC1,O=C1CCC(CO)O1,"InChI=1S/C5H8O3/c6-3-4-1-2-5(7)8-4/h4,6H,1-3H2",32780-06-6,0,False,
C5H6O3,5,6,3,Q76296423,(Z)-2-oxopent-3-enoic acid,C/C=C\C(=O)C(=O)O,C/C=C\C(=O)C(=O)O,"InChI=1S/C5H6O3/c1-2-3-4(6)5(7)8/h2-3H,1H3,(H,7,8)/b3-2-",,0,False,
C5H6O3,5,6,3,Q27104013,cis-acetylacrylic acid,CC(=O)C=CC(=O)O,CC(=O)C=CC(=O)O,"InChI=1S/C5H6O3/c1-4(6)2-3-5(7)8/h2-3H,1H3,(H,7,8)/b3-2-",,0,False,
C5H8O3,5,8,3,Q76310775,(E)-3-ethoxyprop-2-enoic acid,CCO/C=C/C(=O)O,CCO/C=C/C(=O)O,"InChI=1S/C5H8O3/c1-2-8-4-3-5(6)7/h3-4H,2H2,1H3,(H,6,7)/b4-3+",,0,False,
C5H8O3,5,8,3,Q76417021,(E)-4-hydroxy-3-methylbut-2-enoic acid,C/C(=C\C(=O)O)CO,C/C(=C\C(=O)O)CO,"InChI=1S/C5H8O3/c1-4(3-6)2-5(7)8/h2,6H,3H2,1H3,(H,7,8)/b4-2+",,0,False,
C5H8O3,5,8,3,Q76422791,(Z)-2-(hydroxymethyl)but-2-enoic acid,O=C(O)C(=CC)CO,CC=C(CO)C(=O)O,"InChI=1S/C5H8O3/c1-2-4(3-6)5(7)8/h2,6H,3H2,1H3,(H,7,8)/b4-2-",7689-64-7,0,False,
C5H8O3,5,8,3,Q76506598,(E)-4-methoxybut-2-enoic acid,COC/C=C/C(=O)O,COC/C=C/C(=O)O,"InChI=1S/C5H8O3/c1-8-4-2-3-5(6)7/h2-3H,4H2,1H3,(H,6,7)/b3-2+",,0,False,
C5H10O3,5,10,3,Q76511934,"(2S,3R)-2-(hydroxymethyl)oxolan-3-ol",OCC1OCCC1O,OCC1OCCC1O,"InChI=1S/C5H10O3/c6-3-5-4(7)1-2-8-5/h4-7H,1-3H2/t4-,5+/m1/s1",,0,False,
C5H8O3,5,8,3,Q76728123,(2S)-2-methyl-4-oxobutanoic acid,CC(CC=O)C(=O)O,CC(CC=O)C(=O)O,"InChI=1S/C5H8O3/c1-4(2-3-6)5(7)8/h3-4H,2H2,1H3,(H,7,8)/t4-/m0/s1",,0,False,
C5H8O3,5,8,3,Q76728433,methyl (E)-3-hydroxybut-2-enoate,COC(=O)/C=C(\C)O,COC(=O)/C=C(\C)O,"InChI=1S/C5H8O3/c1-4(6)3-5(7)8-2/h3,6H,1-2H3/b4-3+",,0,False,
C5H8O3,5,8,3,Q76798142,2-[(E)-2-methoxyethenoxy]acetaldehyde,CO/C=C/OCC=O,CO/C=C/OCC=O,"InChI=1S/C5H8O3/c1-7-4-5-8-3-2-6/h2,4-5H,3H2,1H3/b5-4+",,0,False,
C5H10O3,5,10,3,Q76856281,(Z)-2-(2-methoxyethoxy)ethenol,COCCO/C=C\O,COCCO/C=C\O,"InChI=1S/C5H10O3/c1-7-4-5-8-3-2-6/h2-3,6H,4-5H2,1H3/b3-2-",,0,False,
C5H10O3,5,10,3,Q77499354,Catathelasmol A,OCC1(O)OCCC1,OCC1(O)CCCO1,"InChI=1S/C5H10O3/c6-4-5(7)2-1-3-8-5/h6-7H,1-4H2/t5-/m1/s1",,0,False,
C5H8O3,5,8,3,Q81982829,Vinyllactic acid,C=CC(C)(O)C(=O)O,C=CC(C)(O)C(=O)O,"InChI=1S/C5H8O3/c1-3-5(2,8)4(6)7/h3,8H,1H2,2H3,(H,6,7)",31572-04-0,0,False,
C5H10O3,5,10,3,Q81986324,3-Ethoxypropanoic acid,CCOCCC(=O)O,CCOCCC(=O)O,"InChI=1S/C5H10O3/c1-2-8-4-3-5(6)7/h2-4H2,1H3,(H,6,7)",4324-38-3,0,False,
C5H8O3,5,8,3,Q81988107,2-methoxycyclopropanecarboxylic acid,COC1CC1C(=O)O,COC1CC1C(=O)O,"InChI=1S/C5H8O3/c1-8-4-2-3(4)5(6)7/h3-4H,2H2,1H3,(H,6,7)",53381-04-7,0,False,
C5H10O3,5,10,3,Q81988471,"[(2S,4R)-2-methyl-1,3-dioxolan-4-yl]methanol",CC1OCC(CO)O1,CC1OCC(CO)O1,"InChI=1S/C5H10O3/c1-4-7-3-5(2-6)8-4/h4-6H,2-3H2,1H3/t4-,5+/m0/s1",3674-21-3,0,False,
C5H8O3,5,8,3,Q81990758,"1,3-Dioxolan-2-one, 4,4-dimethyl-",CC1(COC(=O)O1)C,CC1(C)COC(=O)O1,"InChI=1S/C5H8O3/c1-5(2)3-7-4(6)8-5/h3H2,1-2H3",4437-69-8,0,False,
C5H10O3,5,10,3,Q81992979,"Propanal, 3-hydroxy-2-(hydroxymethyl)-2-methyl-",CC(CO)(CO)C=O,CC(C=O)(CO)CO,"InChI=1S/C5H10O3/c1-5(2-6,3-7)4-8/h2,7-8H,3-4H2,1H3",18516-18-2,0,False,
C5H6O3,5,6,3,Q82006892,5-(Hydroxymethyl)-2(5H)-furanone,O=C1C=CC(CO)O1,O=C1C=CC(CO)O1,"InChI=1S/C5H6O3/c6-3-4-1-2-5(7)8-4/h1-2,4,6H,3H2",10374-60-4,0,False,
C5H8O3,5,8,3,Q82007189,4-Hydroxy-2-methylenebutanoic acid,C=C(CCO)C(=O)O,C=C(CCO)C(=O)O,"InChI=1S/C5H8O3/c1-4(2-3-6)5(7)8/h6H,1-3H2,(H,7,8)",24923-76-0,0,False,
C5H6O3,5,6,3,Q82015234,"5-methyloxolane-2,4-dione",CC1OC(=O)CC1=O,CC1OC(=O)CC1=O,"InChI=1S/C5H6O3/c1-3-4(6)2-5(7)8-3/h3H,2H2,1H3",5457-19-2,0,False,
C5H10O3,5,10,3,Q82017351,"2-(1,3-dioxolan-2-yl)ethanol",C1COC(O1)CCO,OCCC1OCCO1,"InChI=1S/C5H10O3/c6-2-1-5-7-3-4-8-5/h5-6H,1-4H2",5465-08-7,0,False,
